date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
23/02/2024 01:00,2.85,130,207,76,3,82,44,26,7,18,42,0.8
23/02/2024 02:00,1.87,94,166,71,2,70,39,27,7,17,18,0.8
23/02/2024 03:00,1.24,45,111,66,2,60,33,28,4,16,357,
23/02/2024 04:00,1.62,69,135,66,2,40,19,33,3,15,181,0.7
23/02/2024 05:00,1.73,64,128,64,2,58,30,40,2,14,189,0.6
23/02/2024 06:00,1.59,67,128,61,2,79,47,39,2,14,177,1.2
23/02/2024 07:00,2,96,154,58,3,69,37,40,3,14,116,0.4
23/02/2024 08:00,3.41,238,305,66,3,88,46,42,6,14,130,0.7
23/02/2024 09:00,3.22,308,409,101,4,116,53,33,10,16,127,0.7
23/02/2024 10:00,2.79,175,306,131,5,121,62,27,7,18,113,1
23/02/2024 11:00,2,87,217,130,12,113,65,20,5,20,50,1.3
23/02/2024 12:00,1.14,30,122,91,38,108,69,13,3,23,12,1.4
23/02/2024 13:00,0.54,4,36,33,86,78,53,8,2,26,25,1.7
23/02/2024 14:00,0.62,2,32,30,110,46,26,7,2,26,293,2.1
23/02/2024 15:00,0.76,2,44,41,125,52,35,4,2,28,276,1.8
23/02/2024 16:00,0.56,1,32,31,133,56,39,2,2,29,39,2.1
23/02/2024 17:00,0.41,0,22,22,127,47,35,0,1,29,46,2
23/02/2024 18:00,0.52,1,34,33,121,35,23,1,2,29,33,1.7
23/02/2024 19:00,0.71,1,53,52,71,44,25,5,1,28,82,2.1
23/02/2024 20:00,0.91,2,61,60,53,48,24,20,2,25,46,2.6
23/02/2024 21:00,0.8,4,53,49,20,75,29,28,1,23,6,3
23/02/2024 22:00,0.94,9,63,54,10,65,23,34,1,22,317,2.8
23/02/2024 23:00,0.64,4,42,38,17,79,31,42,2,20,303,3.4
24/02/2024 00:00,1.27,22,81,59,3,48,18,31,3,20,330,1.3
24/02/2024 01:00,0.61,3,38,34,14,64,28,55,8,17,292,2.5
24/02/2024 02:00,0.74,4,41,37,9,62,32,58,38,17,245,1.1
24/02/2024 03:00,0.81,13,58,45,2,81,44,61,21,16,142,1.2
24/02/2024 04:00,0.7,4,41,36,5,59,37,67,13,15,82,1.3
24/02/2024 05:00,0.85,23,60,38,1,53,37,71,11,14,115,1.1
24/02/2024 06:00,0.98,37,76,39,1,70,51,74,9,13,133,0.7
24/02/2024 07:00,1.27,56,93,37,1,66,46,77,7,13,138,0.9
24/02/2024 08:00,1.23,63,105,41,1,75,50,75,13,13,2,0.5
24/02/2024 09:00,1.38,91,141,50,3,81,53,72,14,14,71,1.3
24/02/2024 10:00,1.29,54,112,58,10,94,64,66,17,16,21,1.5
24/02/2024 11:00,1.28,26,89,63,26,107,76,55,18,18,241,1.2
24/02/2024 12:00,1.35,14,87,73,55,113,81,43,15,21,227,1.5
24/02/2024 13:00,0.98,5,60,54,86,121,97,29,9,24,31,1.6
24/02/2024 14:00,0.54,1,24,23,107,93,70,16,4,26,330,2.1
24/02/2024 15:00,0.68,1,28,27,147,53,38,15,6,27,324,1.9
24/02/2024 16:00,0.62,0,23,24,166,77,59,13,6,28,52,2
24/02/2024 17:00,0.53,0,22,23,147,79,56,11,5,28,31,2.7
24/02/2024 18:00,0.39,0,24,23,97,68,46,10,3,27,27,2.6
24/02/2024 19:00,0.64,3,43,40,64,45,24,12,3,26,350,3.3
24/02/2024 20:00,0.74,3,46,43,46,46,21,19,4,25,346,3.3
24/02/2024 21:00,0.6,1,33,32,32,53,25,22,0,23,4,2.8
24/02/2024 22:00,0.73,3,38,36,25,47,17,26,0,22,350,2.1
24/02/2024 23:00,1.06,13,66,53,7,53,18,27,1,21,293,1.9
25/02/2024 00:00,0.87,24,63,39,2,35,14,20,1,20,297,2.1
25/02/2024 01:00,1.14,9,66,57,6,49,22,33,5,19,282,
25/02/2024 02:00,1.22,23,81,57,3,56,32,37,4,18,47,0.7
25/02/2024 03:00,1.15,107,163,56,2,58,36,41,4,16,92,1
25/02/2024 04:00,1.34,90,140,50,2,73,33,45,4,15,120,0.8
25/02/2024 05:00,1.38,68,112,44,2,70,31,47,4,15,145,0.4
25/02/2024 06:00,1.8,107,151,44,2,63,32,49,4,14,128,1
25/02/2024 07:00,1.89,121,165,44,2,68,30,50,4,14,104,0.6
25/02/2024 08:00,1.58,106,160,55,2,79,37,47,4,15,135,0.5
25/02/2024 09:00,1.28,47,97,51,9,75,40,38,2,16,138,0.8
25/02/2024 10:00,1.34,73,149,76,11,59,32,35,4,18,89,1.4
25/02/2024 11:00,1.19,23,91,68,37,83,51,29,3,21,29,1.1
25/02/2024 12:00,0.83,5,45,40,76,88,55,20,2,24,304,1.6
25/02/2024 13:00,0.6,1,27,26,98,55,35,15,2,26,335,2.5
25/02/2024 14:00,0.42,2,22,20,86,52,34,10,1,27,339,3.7
25/02/2024 15:00,0.33,2,16,14,78,44,28,9,0,28,347,3.8
25/02/2024 16:00,0.32,2,16,14,71,24,13,7,0,29,341,4.2
25/02/2024 17:00,0.27,1,12,11,68,28,7,7,0,29,3,4
25/02/2024 18:00,0.25,1,13,11,53,35,13,8,0,28,2,4.8
25/02/2024 19:00,0.28,1,16,15,39,29,4,10,0,27,17,4.6
25/02/2024 20:00,0.32,2,25,23,26,32,6,12,0,25,27,4.5
25/02/2024 21:00,0.33,1,21,19,23,32,6,14,0,23,17,3.4
25/02/2024 22:00,0.44,3,26,23,17,40,8,16,0,22,356,2.5
25/02/2024 23:00,0.72,17,52,35,6,72,5,18,0,21,335,1.7
26/02/2024 00:00,0.61,6,44,38,7,50,19,21,1,21,300,2.6
26/02/2024 01:00,0.77,17,54,37,2,52,9,23,0,19,299,1.8
26/02/2024 02:00,0.75,16,52,36,2,32,12,26,0,18,303,0.8
26/02/2024 03:00,0.78,20,55,35,2,25,14,29,0,17,16,1.3
26/02/2024 04:00,1.31,99,134,36,2,18,9,32,2,16,83,1
26/02/2024 05:00,1.19,79,113,35,2,30,10,33,2,15,59,
26/02/2024 06:00,1.25,93,132,38,2,48,22,35,2,14,125,0.7
26/02/2024 07:00,1.82,158,195,37,2,48,19,36,4,14,128,0.4
26/02/2024 08:00,2.96,312,366,53,3,68,32,36,8,14,98,1
26/02/2024 09:00,1.98,199,259,61,3,83,34,31,6,15,78,1.4
26/02/2024 10:00,1.48,98,170,72,7,77,37,26,4,18,117,0.8
26/02/2024 11:00,1.39,56,133,77,16,68,38,19,3,21,350,1.2
26/02/2024 12:00,0.95,19,74,55,34,65,39,13,1,24,13,1.5
26/02/2024 13:00,0.5,7,32,25,45,45,27,8,1,26,351,2.4
26/02/2024 14:00,0.33,2,17,15,55,25,17,6,0,27,56,2.3
26/02/2024 15:00,0.33,2,17,15,63,14,,5,0,28,332,2.2
26/02/2024 16:00,0.39,4,22,18,61,23,11,4,0,29,297,
26/02/2024 17:00,0.53,8,36,29,60,27,1,4,1,29,307,2.5
26/02/2024 18:00,0.6,8,40,32,52,26,10,4,0,29,278,2.7
26/02/2024 19:00,0.9,13,63,50,28,30,11,5,1,28,328,2.4
26/02/2024 20:00,0.81,6,58,52,29,60,12,13,1,26,44,2.8
26/02/2024 21:00,0.86,26,90,65,16,56,16,19,1,24,43,2.6
26/02/2024 22:00,0.67,7,50,42,7,64,22,18,0,22,16,2.5
26/02/2024 23:00,0.88,21,62,41,3,39,12,19,1,22,323,1.8
27/02/2024 00:00,1.9,,,,,65,44,24,,21,349,1.3
27/02/2024 01:00,0.53,5,43,37,7,39,13,22,1,20,308,2.7
27/02/2024 02:00,0.52,5,43,38,6,40,15,23,2,19,257,1.3
27/02/2024 03:00,0.62,10,50,41,4,30,14,26,1,18,259,0.8
27/02/2024 04:00,0.86,34,78,44,2,27,15,30,1,17,195,0.5
27/02/2024 05:00,0.94,34,81,47,1,34,21,34,1,16,194,0.5
27/02/2024 06:00,1.21,55,104,48,2,49,24,37,2,15,183,
27/02/2024 07:00,1.45,75,122,48,2,36,29,37,2,15,174,0.7
27/02/2024 08:00,2.7,225,272,47,3,86,77,37,5,15,29,1.3
27/02/2024 09:00,2.43,174,230,56,3,64,44,33,5,16,70,1
27/02/2024 10:00,2.02,140,226,86,5,78,50,29,5,18,73,1.3
27/02/2024 11:00,1.94,83,183,100,10,83,59,24,4,21,73,1.6
27/02/2024 12:00,1.03,22,86,64,40,80,63,20,3,24,6,1.6
27/02/2024 13:00,0.61,5,33,29,66,60,48,13,3,26,307,1.8
27/02/2024 14:00,0.54,3,28,25,84,37,31,9,2,27,342,1.9
27/02/2024 15:00,0.55,2,26,24,100,34,27,9,2,28,179,1.7
27/02/2024 16:00,0.54,1,25,24,108,38,22,9,2,29,43,1.9
27/02/2024 17:00,0.44,0,19,19,115,51,32,8,2,29,122,1.8
27/02/2024 18:00,0.6,1,30,29,106,51,32,8,2,29,75,1.4
27/02/2024 19:00,0.61,0,32,32,80,47,31,12,1,28,122,3.1
27/02/2024 20:00,0.71,1,33,33,58,86,41,16,1,25,165,3.2
27/02/2024 21:00,0.86,0,46,46,44,68,30,18,1,24,111,1.7
27/02/2024 22:00,1.18,10,74,64,23,52,30,19,1,23,170,1
27/02/2024 23:00,1.52,16,97,81,7,55,34,22,1,22,154,1.2
28/02/2024 00:00,0.48,3,40,37,24,44,31,19,2,21,293,3
28/02/2024 01:00,,,,,,76,44,26,,21,353,
28/02/2024 02:00,,,,,,77,47,29,,20,239,
28/02/2024 03:00,,,,,,39,27,32,,19,132,0.9
28/02/2024 04:00,0.96,9,65,56,6,55,41,33,1,18,179,1
28/02/2024 05:00,1.1,20,78,58,2,39,31,36,1,17,110,0.7
28/02/2024 06:00,1.93,141,198,57,2,41,33,37,3,16,97,0.9
28/02/2024 07:00,1.38,113,174,61,2,72,53,33,5,16,89,1.2
28/02/2024 08:00,1.93,151,209,59,3,87,62,34,6,16,131,0.6
28/02/2024 09:00,1.7,126,197,72,4,90,71,30,6,18,32,0.7
28/02/2024 10:00,1.61,63,144,81,12,93,73,28,5,20,95,1
28/02/2024 11:00,1.13,23,89,66,33,88,71,25,4,23,309,1.3
28/02/2024 12:00,0.91,6,54,47,68,62,52,22,3,24,50,1.7
28/02/2024 13:00,0.96,4,51,46,94,72,61,17,4,26,310,2
28/02/2024 14:00,0.73,2,36,33,106,84,66,13,5,28,358,2.2
28/02/2024 15:00,0.57,2,27,26,99,85,63,10,6,29,351,2.2
28/02/2024 16:00,,1,22,,,,,9,,29,216,2
28/02/2024 17:00,0.69,3,38,35,,0,,10,5,30,198,2.2
28/02/2024 18:00,0.65,1,33,31,103,0,,10,6,29,301,1.5
28/02/2024 19:00,0.66,0,33,32,89,,,16,4,28,36,3
28/02/2024 20:00,0.71,0,38,37,57,126,47,21,2,26,53,4.2
28/02/2024 21:00,0.41,1,26,26,44,89,59,14,0,24,32,4.8
28/02/2024 22:00,0.43,1,26,25,43,60,40,12,0,23,3,3.5
28/02/2024 23:00,0.56,4,44,40,24,36,26,14,1,22,300,2.8
29/02/2024 00:00,1.06,11,60,49,10,46,41,32,1,21,192,1.6
29/02/2024 01:00,0.41,1,32,31,31,42,32,22,1,20,301,3.1
29/02/2024 02:00,0.41,1,27,26,31,42,34,39,3,18,307,4.2
29/02/2024 03:00,0.42,0,22,22,30,48,39,49,21,17,300,3.3
29/02/2024 04:00,0.39,1,17,16,33,39,34,55,20,16,303,2.8
29/02/2024 05:00,0.44,2,27,26,23,40,34,57,24,15,317,2.9
29/02/2024 06:00,0.85,11,51,41,9,39,34,59,23,15,309,1.7
29/02/2024 07:00,1.01,27,72,45,5,39,35,59,21,15,317,1.5
29/02/2024 08:00,1.09,98,150,52,2,39,36,64,13,14,93,1.4
29/02/2024 09:00,1.14,50,99,49,6,44,38,62,10,15,67,1.9
29/02/2024 10:00,1.02,25,71,46,19,58,52,57,9,17,70,1.6
29/02/2024 11:00,0.91,14,60,45,36,55,48,47,7,19,65,1.6
29/02/2024 12:00,0.79,7,46,39,61,61,51,34,4,22,64,2
29/02/2024 13:00,0.79,2,33,30,92,64,51,24,3,25,121,
29/02/2024 14:00,0.46,1,16,16,82,59,46,13,1,27,140,3.1
29/02/2024 15:00,0.36,1,13,11,66,43,33,9,0,28,150,4
29/02/2024 16:00,0.38,1,13,12,67,36,25,9,1,28,146,4.3
29/02/2024 17:00,0.38,1,13,12,67,34,23,10,1,28,128,4.2
29/02/2024 18:00,0.46,1,18,17,63,32,21,13,1,27,130,4.4
29/02/2024 19:00,0.79,4,38,34,44,37,24,16,1,26,191,3
29/02/2024 20:00,0.78,2,38,36,42,34,24,21,1,24,160,3
29/02/2024 21:00,0.8,3,38,35,34,36,28,26,0,24,197,2.5
29/02/2024 22:00,0.75,3,34,31,29,33,25,29,1,23,199,2.8
29/02/2024 23:00,0.83,3,42,39,20,23,17,31,1,22,186,1.9
01/03/2024 00:00,1.25,18,67,49,6,40,25,27,1,21,211,1.3
01/03/2024 01:00,1.1,13,65,53,8,34,28,33,1,20,206,1.2
01/03/2024 02:00,1.1,10,66,56,5,37,30,34,1,19,176,
01/03/2024 03:00,1.26,21,78,57,2,41,32,38,1,18,166,0.7
01/03/2024 04:00,1.4,39,94,55,2,37,28,41,2,18,162,0.4
01/03/2024 05:00,0.94,12,62,49,3,51,35,41,1,17,179,0.9
01/03/2024 06:00,1.23,47,98,51,2,52,32,41,2,16,139,1.1
01/03/2024 07:00,1.75,116,175,59,2,43,22,41,4,16,29,0.9
01/03/2024 08:00,2.29,143,201,57,2,81,42,41,4,16,163,0.7
01/03/2024 09:00,1.56,58,116,58,6,101,41,39,2,18,155,1.1
01/03/2024 10:00,1.22,24,81,57,24,75,40,36,2,20,129,1.5
01/03/2024 11:00,1.24,20,83,63,40,74,40,31,2,22,68,1.6
01/03/2024 12:00,0.91,5,48,43,71,74,45,25,2,24,81,2
01/03/2024 13:00,0.61,1,23,22,93,64,40,22,3,25,97,2.1
01/03/2024 14:00,0.63,2,26,24,87,44,24,18,2,27,194,2.2
01/03/2024 15:00,0.54,1,19,18,92,47,16,17,1,28,101,2.6
01/03/2024 16:00,0.56,1,21,20,78,42,22,18,1,28,106,4.3
01/03/2024 17:00,0.54,0,20,19,67,76,17,22,1,28,128,4.2
01/03/2024 18:00,0.54,1,22,21,53,58,18,22,0,27,151,4.2
01/03/2024 19:00,0.84,8,42,34,34,45,12,23,1,26,199,3.4
01/03/2024 20:00,1.05,15,58,43,18,52,17,21,1,24,215,
01/03/2024 21:00,0.86,24,68,44,16,45,18,20,1,23,201,3.8
01/03/2024 22:00,0.77,13,51,37,19,36,16,23,1,22,222,2.8
01/03/2024 23:00,0.91,8,49,41,14,34,17,25,1,21,197,1.7
02/03/2024 00:00,1.05,12,60,48,6,39,21,31,1,20,152,1.4
02/03/2024 01:00,1.06,19,69,50,3,27,12,28,1,20,268,1.4
02/03/2024 02:00,1.08,21,72,51,2,31,11,31,1,19,189,0.7
02/03/2024 03:00,1.04,16,63,47,2,38,18,41,1,18,168,1.1
02/03/2024 04:00,0.99,13,56,43,3,47,27,44,1,18,205,
02/03/2024 05:00,1.02,24,68,43,2,50,29,46,1,17,164,0.8
02/03/2024 06:00,0.82,14,54,41,3,43,25,47,1,16,175,1.2
02/03/2024 07:00,1.2,48,92,43,2,37,18,49,1,16,151,0.2
02/03/2024 08:00,1.84,135,186,50,2,49,25,48,4,16,30,0.7
02/03/2024 09:00,1.08,46,91,45,7,69,34,40,2,17,58,1.1
02/03/2024 10:00,0.96,27,78,51,19,63,34,35,4,19,124,1.5
02/03/2024 11:00,1.12,18,77,60,38,60,35,30,3,21,128,1.9
02/03/2024 12:00,0.63,7,39,32,53,59,35,25,5,23,23,2.1
02/03/2024 13:00,0.56,3,27,24,71,45,27,22,10,24,109,2
02/03/2024 14:00,0.59,1,20,20,110,44,27,20,7,26,118,2
02/03/2024 15:00,0.6,0,19,19,120,51,39,17,4,27,127,2.1
02/03/2024 16:00,0.59,1,20,20,114,64,28,16,2,28,191,2.2
02/03/2024 17:00,0.51,0,15,15,91,43,24,18,1,28,123,3.7
02/03/2024 18:00,0.51,0,16,16,71,58,21,22,1,27,134,5
02/03/2024 19:00,0.51,0,17,17,59,62,19,24,0,25,156,4.8
02/03/2024 20:00,0.54,0,19,19,51,53,17,28,1,23,167,4
02/03/2024 21:00,0.64,2,30,28,34,41,18,28,1,22,164,2.4
02/03/2024 22:00,0.83,5,45,40,15,36,20,28,1,21,172,1.9
02/03/2024 23:00,0.76,3,37,34,19,41,23,27,1,21,183,2.1
03/03/2024 00:00,0.98,2,51,48,9,49,28,37,1,20,123,1.3
03/03/2024 01:00,0.99,6,48,42,8,41,21,33,1,19,183,1.7
03/03/2024 02:00,0.92,5,47,41,7,47,28,35,1,18,169,1.4
03/03/2024 03:00,1.09,18,62,44,3,44,23,37,1,18,209,0.6
03/03/2024 04:00,1.14,25,68,43,3,37,20,40,1,17,159,1.2
03/03/2024 05:00,0.77,5,41,35,7,40,19,41,0,16,174,1.3
03/03/2024 06:00,0.73,4,38,34,6,39,21,43,1,15,166,1.2
03/03/2024 07:00,0.8,10,46,37,3,38,17,44,1,15,176,1.3
03/03/2024 08:00,1.23,41,80,39,3,36,19,44,1,15,178,1
03/03/2024 09:00,0.94,24,57,33,16,44,23,38,1,17,187,1.3
03/03/2024 10:00,0.79,10,39,29,31,42,25,32,1,19,104,1.1
03/03/2024 11:00,0.98,21,80,59,34,39,24,28,3,21,122,1.6
03/03/2024 12:00,0.66,5,37,32,66,57,37,23,2,23,88,2.1
03/03/2024 13:00,0.54,1,21,20,84,45,29,19,1,25,128,2.1
03/03/2024 14:00,0.48,1,16,15,92,37,26,14,1,27,136,2.2
03/03/2024 15:00,0.4,0,12,12,96,33,14,12,1,28,65,2
03/03/2024 16:00,0.44,0,14,13,94,33,18,13,2,29,108,3.3
03/03/2024 17:00,0.42,0,11,11,83,36,16,18,1,28,122,4.3
03/03/2024 18:00,0.47,0,12,12,73,62,21,24,1,27,149,4.6
03/03/2024 19:00,0.54,0,16,16,55,50,18,27,1,25,161,4.1
03/03/2024 20:00,0.68,1,25,24,37,48,20,30,1,23,157,3
03/03/2024 21:00,0.65,0,24,24,37,41,20,34,0,22,145,2.5
03/03/2024 22:00,0.86,0,37,37,25,39,21,34,1,21,128,1.9
03/03/2024 23:00,0.97,1,47,46,14,48,26,35,1,21,119,1.1
04/03/2024 00:00,1.18,,,,,48,23,36,,20,128,0.8
04/03/2024 01:00,0.92,3,47,43,10,41,21,38,1,19,163,1.1
04/03/2024 02:00,0.67,1,29,29,19,45,28,40,1,18,173,1.3
04/03/2024 03:00,0.85,3,41,38,7,32,18,43,1,18,134,0.7
04/03/2024 04:00,0.77,7,44,37,7,35,22,44,1,17,196,1.6
04/03/2024 05:00,0.54,2,28,26,14,34,20,45,1,17,188,1.2
04/03/2024 06:00,0.8,15,50,35,5,23,11,48,1,16,176,1.3
04/03/2024 07:00,1.05,30,69,39,1,31,16,49,1,16,163,1.2
04/03/2024 08:00,2.31,114,157,43,2,40,22,48,3,16,172,1.3
04/03/2024 09:00,1.6,62,110,48,6,62,28,43,2,18,136,1.2
04/03/2024 10:00,1.56,37,102,64,16,54,25,36,2,20,93,1.3
04/03/2024 11:00,1.06,13,61,47,41,61,34,32,1,22,92,1.7
04/03/2024 12:00,0.76,4,33,29,67,59,36,26,1,24,131,2.7
04/03/2024 13:00,0.57,1,18,17,86,54,29,21,2,26,128,2.8
04/03/2024 14:00,0.55,1,19,18,87,38,10,18,2,28,88,2.5
04/03/2024 15:00,0.68,3,29,26,87,58,15,13,2,29,264,2.5
04/03/2024 17:00,0.65,6,29,23,53,42,10,14,1,29,203,3.4
04/03/2024 18:00,0.7,8,33,25,40,78,17,14,1,28,240,3.8
04/03/2024 19:00,0.67,9,34,25,27,49,15,15,1,26,218,4.5
04/03/2024 20:00,0.74,10,37,27,19,44,11,16,0,25,200,3.7
04/03/2024 21:00,0.72,2,33,32,23,34,12,28,1,23,155,2.1
04/03/2024 22:00,0.98,3,45,42,15,31,10,33,1,22,144,1.4
04/03/2024 23:00,0.99,3,49,47,10,47,22,35,1,21,111,1.3
05/03/2024 00:00,1.56,38,106,67,3,46,15,29,2,20,181,1.8
05/03/2024 01:00,,,,,,39,15,32,,19,296,0.7
05/03/2024 02:00,,,,,,39,21,25,,19,284,1.1
05/03/2024 03:00,,,,,,47,26,32,,18,176,
05/03/2024 04:00,0.97,20,59,39,2,44,26,41,1,17,127,0.8
05/03/2024 05:00,0.94,30,68,38,2,34,18,41,1,16,174,1.3
05/03/2024 06:00,0.86,28,63,35,1,34,17,45,1,15,170,1.5
05/03/2024 07:00,1.45,63,98,35,1,39,20,44,2,15,192,1.4
05/03/2024 08:00,1.82,77,114,37,2,49,28,39,2,16,185,1.3
05/03/2024 09:00,1.55,59,102,43,6,46,22,32,2,18,162,1.5
05/03/2024 10:00,1.77,63,134,71,10,52,24,30,4,20,60,1.8
05/03/2024 11:00,1.35,29,99,70,32,69,33,28,4,21,32,2
05/03/2024 12:00,0.79,7,48,41,60,92,53,21,4,23,65,1.8
05/03/2024 13:00,0.82,5,46,41,74,75,49,14,3,25,15,1.9
05/03/2024 14:00,0.83,3,43,40,100,58,36,11,3,27,11,1.8
05/03/2024 15:00,0.81,3,39,36,111,65,44,9,3,28,17,2.3
05/03/2024 16:00,0.83,2,42,39,112,65,40,8,3,29,339,2.5
05/03/2024 17:00,0.69,2,34,32,110,63,39,9,4,29,356,2.1
05/03/2024 18:00,0.61,1,28,27,93,57,31,12,4,29,83,3
05/03/2024 19:00,0.69,0,27,27,69,60,25,18,1,27,127,2.7
05/03/2024 20:00,0.78,0,33,32,39,54,19,23,0,25,114,
05/03/2024 21:00,0.93,1,46,45,28,42,16,23,1,23,107,2.2
05/03/2024 22:00,1.14,12,75,63,11,45,18,25,1,22,38,1.8
05/03/2024 23:00,1.32,14,80,66,3,53,24,26,1,21,104,0.5
06/03/2024 00:00,0.66,0,33,32,23,47,20,28,1,21,153,1.7
06/03/2024 01:00,1.2,10,69,58,4,63,30,32,1,20,170,1.3
06/03/2024 02:00,1.39,42,101,58,2,58,29,33,2,19,179,0.8
06/03/2024 03:00,1.1,49,103,55,3,52,27,32,3,18,327,1.3
06/03/2024 04:00,0.97,29,79,50,2,52,27,37,2,17,86,0.8
06/03/2024 05:00,0.89,20,68,47,2,54,25,43,2,16,119,0.4
06/03/2024 06:00,1.28,67,117,49,2,72,39,41,2,16,24,0.7
06/03/2024 07:00,1.66,96,147,51,2,71,34,35,4,16,336,1.1
06/03/2024 08:00,1.49,154,209,55,2,52,19,37,5,16,55,1.5
06/03/2024 09:00,1.37,115,176,61,4,70,32,39,6,17,94,1.4
06/03/2024 10:00,1.64,65,139,74,10,82,43,33,5,19,24,1.1
06/03/2024 11:00,1.15,27,99,71,28,91,48,28,5,22,95,1.6
06/03/2024 12:00,0.73,5,41,36,70,80,46,23,3,23,102,2.1
06/03/2024 13:00,0.82,2,35,33,106,64,38,20,3,25,127,3
06/03/2024 14:00,0.65,1,22,22,116,74,43,18,2,27,111,2.8
06/03/2024 15:00,0.54,0,16,16,99,75,39,16,2,29,,3
06/03/2024 16:00,0.56,1,21,20,98,51,14,14,2,29,84,
06/03/2024 17:00,0.55,0,19,18,98,56,17,14,1,29,130,3.1
06/03/2024 18:00,0.58,0,22,21,72,62,22,17,1,29,123,3.9
06/03/2024 19:00,0.69,0,27,27,58,65,15,20,1,27,135,3.7
06/03/2024 20:00,0.88,1,37,37,40,71,18,22,1,25,136,3.1
06/03/2024 21:00,0.78,0,37,36,36,58,18,24,1,24,147,2.7
06/03/2024 22:00,0.77,0,34,33,36,51,20,25,1,23,133,2.5
06/03/2024 23:00,0.82,1,41,40,24,48,20,26,1,22,136,1.9
07/03/2024 00:00,0.91,28,72,44,6,23,11,20,0,21,98,1
07/03/2024 01:00,0.83,2,46,43,13,38,21,30,1,20,163,1.3
07/03/2024 02:00,0.94,11,59,48,7,42,21,33,1,20,190,1.4
07/03/2024 03:00,0.65,1,34,33,16,42,24,35,1,19,179,1.3
07/03/2024 04:00,0.72,5,42,37,9,31,14,39,1,18,195,1.3
07/03/2024 05:00,0.63,7,41,34,10,40,23,40,1,18,209,1.3
07/03/2024 06:00,1.01,30,73,42,2,38,24,42,2,17,182,1.3
07/03/2024 07:00,1.64,78,123,45,2,43,28,43,2,17,195,0.8
07/03/2024 08:00,2.86,144,194,50,3,48,28,42,4,18,175,1
07/03/2024 09:00,1.31,43,87,45,12,61,23,35,2,19,140,1.3
07/03/2024 10:00,1.27,31,92,61,22,50,24,30,2,21,117,2.1
07/03/2024 11:00,0.7,6,35,28,50,57,27,18,1,24,125,2.5
07/03/2024 12:00,0.43,3,17,15,63,48,19,12,1,27,134,2.2
07/03/2024 13:00,0.48,2,17,15,76,45,15,10,1,29,148,3
07/03/2024 14:00,0.43,1,13,12,79,52,10,9,1,30,141,3.6
07/03/2024 15:00,0.48,1,15,14,82,50,15,9,1,31,145,4.3
07/03/2024 16:00,0.51,0,15,14,81,59,10,11,1,31,147,5.3
07/03/2024 17:00,0.49,1,15,14,68,66,14,14,1,30,144,5.4
07/03/2024 18:00,0.48,1,17,16,56,71,13,16,0,29,159,4.5
07/03/2024 19:00,0.48,0,14,14,52,54,13,20,0,26,,5
07/03/2024 20:00,0.59,2,23,22,38,54,16,20,0,25,168,4
07/03/2024 21:00,0.67,3,29,25,28,100,84,20,0,24,172,2.8
07/03/2024 22:00,0.73,2,38,35,17,26,9,18,0,23,164,1.7
07/03/2024 23:00,0.67,1,34,33,18,28,12,17,0,22,151,1.7
08/03/2024 00:00,1.39,30,93,64,5,59,29,19,2,23,291,1.3
08/03/2024 01:00,0.98,44,92,48,4,20,8,21,1,19,2,1.7
08/03/2024 02:00,0.8,38,83,45,2,32,16,21,1,19,36,0.9
08/03/2024 03:00,1.13,94,139,44,2,24,14,27,2,18,54,0.6
08/03/2024 04:00,1.26,94,138,44,2,31,17,29,3,17,58,1.1
08/03/2024 05:00,1.59,123,167,44,3,40,25,31,3,17,184,0.9
08/03/2024 06:00,1.68,123,164,40,2,38,21,32,3,16,158,1.3
08/03/2024 07:00,3.21,231,275,44,3,38,20,31,5,16,226,0.7
08/03/2024 08:00,3.44,275,327,53,3,54,32,31,6,16,4,0.7
08/03/2024 09:00,2.55,235,311,75,3,63,24,27,7,18,84,1.7
08/03/2024 10:00,1.98,90,173,83,10,82,38,18,3,20,110,1.3
08/03/2024 11:00,1.49,28,109,80,33,66,34,11,1,24,132,
08/03/2024 12:00,0.77,9,53,44,56,54,28,2,1,27,97,1.7
08/03/2024 13:00,0.71,8,47,39,66,32,17,0,1,29,135,
08/03/2024 14:00,0.66,5,42,37,80,23,12,0,1,31,61,1.8
08/03/2024 15:00,0.68,3,36,32,87,31,17,0,1,32,90,1.7
08/03/2024 16:00,0.62,2,26,24,85,14,13,0,2,32,233,2.5
08/03/2024 17:00,0.63,7,29,22,53,31,13,0,1,33,216,4
08/03/2024 18:00,0.75,12,38,27,34,39,14,1,1,32,238,4.2
08/03/2024 19:00,0.97,12,51,39,27,25,7,4,1,30,239,3
08/03/2024 20:00,0.88,2,43,42,34,30,10,14,0,27,132,2.2
08/03/2024 21:00,1.07,14,75,61,19,43,18,17,1,25,93,1.3
08/03/2024 22:00,1.65,26,111,84,3,50,21,19,1,24,136,
08/03/2024 23:00,1.58,27,93,66,3,64,31,22,1,23,185,1.9
09/03/2024 00:00,0.62,3,34,31,15,,,43,10,20,292,3.8
09/03/2024 01:00,1.5,37,96,59,2,53,20,22,2,21,176,1.6
09/03/2024 02:00,1.32,27,81,53,2,55,26,25,2,20,227,1.2
09/03/2024 03:00,1.46,39,92,53,2,56,29,27,2,19,201,1
09/03/2024 04:00,1.02,14,58,45,6,48,26,29,1,18,173,1.7
