date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
10/05/2024 04:00,0.65,2,36,35,11,40,25,21,1,24,111,0.8
10/05/2024 05:00,0.87,14,61,47,2,36,21,23,1,23,118,1.2
10/05/2024 06:00,1.7,155,209,55,0,35,18,26,4,23,32,0.8
10/05/2024 07:00,1.94,158,212,54,1,61,32,30,5,22,7,1.6
10/05/2024 08:00,1.78,104,166,62,1,71,36,31,6,23,328,1.4
10/05/2024 09:00,1.34,54,123,69,8,79,43,28,6,24,34,1.3
10/05/2024 10:00,0.95,17,72,55,26,76,42,20,3,26,65,
10/05/2024 11:00,0.75,8,45,37,48,57,33,15,2,29,353,1.5
10/05/2024 12:00,0.66,5,33,28,59,37,19,11,3,30,296,1.8
10/05/2024 13:00,0.59,4,27,24,72,42,28,11,4,31,328,2.2
10/05/2024 14:00,0.59,2,22,20,91,32,18,10,3,32,351,2.5
10/05/2024 15:00,0.5,2,20,18,85,35,19,8,2,32,350,
10/05/2024 16:00,0.62,3,26,23,83,31,15,8,2,33,290,2.4
10/05/2024 17:00,0.66,6,37,32,64,33,15,7,2,33,259,1.6
10/05/2024 18:00,0.5,5,30,25,61,38,19,7,1,33,2,2.8
10/05/2024 19:00,0.56,1,23,22,66,39,18,13,1,32,59,4.4
10/05/2024 20:00,0.63,2,41,39,43,83,34,15,2,30,97,3.1
10/05/2024 21:00,0.92,1,37,36,52,56,31,18,2,29,168,1.6
10/05/2024 22:00,1.07,5,58,53,19,62,38,20,2,28,60,1.4
10/05/2024 23:00,0.87,2,39,37,28,69,37,18,2,27,159,1.7
11/05/2024 00:00,0.54,1,17,16,46,56,31,46,5,22,267,2.1
11/05/2024 01:00,0.81,3,39,36,22,64,31,22,2,26,264,2.5
11/05/2024 02:00,0.93,6,50,44,12,61,28,23,2,25,276,1.3
11/05/2024 05:00,0.72,2,27,25,28,63,43,50,33,22,290,1.8
11/05/2024 06:00,0.77,4,29,25,29,62,45,52,19,22,273,2
11/05/2024 08:00,0.97,23,70,47,11,64,47,54,21,21,56,1.4
11/05/2024 12:00,0.89,3,44,41,95,94,65,21,9,29,34,1.9
11/05/2024 13:00,0.62,1,23,21,101,86,60,12,7,31,316,2.1
11/05/2024 14:00,0.53,1,17,15,101,53,33,9,4,32,315,2.3
11/05/2024 15:00,0.57,1,22,21,118,43,25,10,4,33,351,1.9
11/05/2024 16:00,0.55,1,24,23,123,42,21,10,5,33,67,2.3
11/05/2024 17:00,0.44,0,13,13,115,55,30,9,3,33,117,2.4
11/05/2024 18:00,0.75,0,19,19,93,50,27,15,2,32,152,4.5
11/05/2024 19:00,0.83,1,24,23,72,105,62,16,2,30,173,4.7
12/05/2024 02:00,0.61,0,20,20,40,31,23,44,5,21,165,1.7
12/05/2024 04:00,0.78,1,30,30,25,29,19,44,2,21,147,1
12/05/2024 07:00,1.14,26,78,52,5,70,47,37,2,21,100,1.3
12/05/2024 09:00,0.96,12,53,41,27,73,41,31,2,23,125,0.8
12/05/2024 10:00,0.91,5,38,32,51,61,36,29,2,25,110,1.1
12/05/2024 11:00,0.93,3,33,30,75,63,41,26,2,27,353,1.5
12/05/2024 12:00,0.79,2,24,23,96,70,47,21,2,28,46,1.9
13/05/2024 00:00,,,,,25,,,37,,23,104,1
13/05/2024 09:00,1.41,47,114,67,9,91,63,33,3,23,23,0.9
13/05/2024 10:00,1.4,22,85,63,27,91,66,30,3,24,357,1.1
13/05/2024 11:00,1.1,7,49,43,63,90,63,25,2,26,341,1.6
13/05/2024 12:00,,,,,,,,20,,28,347,2.1
13/05/2024 14:00,,,,,138,,,16,,30,124,2.5
13/05/2024 15:00,,,,,132,,,15,,31,174,2.8
13/05/2024 16:00,,,,,119,,,15,,31,,3.1
13/05/2024 17:00,,,,,103,,,15,,31,187,3
13/05/2024 18:00,,,,,97,,,20,,29,254,2.9
13/05/2024 19:00,,,,,60,,,43,,24,47,2.5
13/05/2024 20:00,,,,,47,,,34,,25,56,1.9
13/05/2024 21:00,,,,,52,,,32,,24,18,3.4
13/05/2024 22:00,,,,,44,,,32,,24,138,2.1
13/05/2024 23:00,,,,,28,,,35,,24,242,1.2
14/05/2024 00:00,,,,,18,,,47,,24,315,
14/05/2024 01:00,,,,,6,,,40,,23,105,1.4
14/05/2024 02:00,,,,,3,,,41,,22,128,1.5
14/05/2024 03:00,,,,,14,,,41,,21,191,1.3
14/05/2024 04:00,,,,,20,,,43,,20,162,0.9
14/05/2024 05:00,,,,,8,,,45,,20,193,1.3
14/05/2024 06:00,,,,,2,,,45,,20,223,1.1
14/05/2024 07:00,,,,,1,,,47,,20,106,0.7
14/05/2024 08:00,,,,,2,,,47,,20,58,1.5
14/05/2024 09:00,,,,,24,,,41,,22,11,1.4
14/05/2024 10:00,,,,,42,,,35,,24,78,
14/05/2024 11:00,,,,,72,,,29,,26,20,1.8
14/05/2024 12:00,,,,,101,,,24,,27,58,2.2
14/05/2024 13:00,,,,,116,,,22,,29,106,
14/05/2024 14:00,,,,,124,,,20,,30,199,1.8
14/05/2024 15:00,,,,,138,,,19,,31,115,2.2
14/05/2024 16:00,,,,,121,,,17,,31,195,1.9
14/05/2024 17:00,,,,,126,,,17,,31,145,1.8
14/05/2024 18:00,,,,,76,,,18,,31,160,3.7
14/05/2024 19:00,,,,,59,,,19,,29,163,3.7
14/05/2024 20:00,,,,,66,,,27,,27,50,4.3
14/05/2024 21:00,,,,,50,,,29,,26,82,2.5
14/05/2024 22:00,,,,,32,,,33,,26,313,1.7
14/05/2024 23:00,,,,,20,,,43,,24,271,2.2
15/05/2024 01:00,,,,,18,,,47,,23,,1.9
15/05/2024 02:00,,,,,15,,,51,,23,27,1
15/05/2024 03:00,,,,,4,,,59,,22,29,1.4
15/05/2024 04:00,,,,,11,,,57,,22,306,0.4
15/05/2024 05:00,,,,,5,,,58,,21,289,1.9
15/05/2024 06:00,,,,,5,,,58,,21,298,1.4
15/05/2024 07:00,,,,,8,,,52,,21,190,1
15/05/2024 08:00,,,,,11,,,44,,22,235,1.1
15/05/2024 09:00,,,,,27,,,40,,23,191,1.1
15/05/2024 10:00,,,,,50,,,37,,25,107,2.2
15/05/2024 11:00,,,,,66,,,31,,27,64,2.3
15/05/2024 12:00,,,,,86,,,25,,28,68,2.3
15/05/2024 13:00,,,,,101,,,21,,30,307,2.2
15/05/2024 14:00,,,,,117,,,19,,31,259,2
15/05/2024 15:00,,,,,110,,,19,,31,122,2.9
15/05/2024 16:00,,,,,76,,,24,,31,164,4.7
15/05/2024 17:00,,,,,58,,,27,,29,172,3.7
15/05/2024 18:00,,,,,59,,,28,,29,167,3.1
15/05/2024 19:00,,,,,59,,,28,,29,168,3.8
15/05/2024 20:00,,,,,55,,,30,,27,155,4.4
15/05/2024 21:00,,,,,48,,,38,,25,84,3.6
15/05/2024 22:00,,,,,39,,,52,,21,111,3
15/05/2024 23:00,,,,,33,,,52,,21,108,4
16/05/2024 00:00,,,,,21,,,39,,25,138,1.5
16/05/2024 01:00,,,,,,,,55,,20,180,2.2
16/05/2024 02:00,,,,,,,,50,,21,291,2.1
16/05/2024 03:00,,,,,,,,54,,20,82,2.3
16/05/2024 04:00,,,,,18,,,54,,20,136,1.3
16/05/2024 05:00,,,,,9,,,56,,20,206,0.8
16/05/2024 06:00,,,,,8,,,59,,19,162,1
16/05/2024 07:00,,,,,1,,,61,,19,143,0.9
16/05/2024 08:00,,,,,1,,,59,,20,123,1.2
16/05/2024 09:00,,,,,3,,,51,,22,117,1.3
16/05/2024 10:00,,,,,22,,,43,,24,82,1.7
16/05/2024 11:00,,,,,52,,,32,,26,81,2.2
16/05/2024 12:00,,,,,71,,,23,,28,80,2.1
16/05/2024 13:00,,,,,96,,,21,,29,99,2.3
16/05/2024 14:00,,,,,101,,,20,,31,104,3
16/05/2024 15:00,,,,,99,,,20,,31,108,3.6
16/05/2024 16:00,,,,,70,,,25,,30,133,3.9
16/05/2024 17:00,,,,,59,,,27,,30,179,2.8
16/05/2024 18:00,,,,,56,,,28,,29,213,2.5
16/05/2024 19:00,,,,,41,,,29,,29,241,2.5
16/05/2024 20:00,,,,,25,,,33,,28,223,2.2
16/05/2024 21:00,,,,,28,,,34,,27,205,1.7
16/05/2024 22:00,,,,,37,,,37,,26,129,2.1
16/05/2024 23:00,,,,,33,,,38,,25,155,1.8
17/05/2024 00:00,,,,,22,,,43,,23,74,4.3
17/05/2024 01:00,,,,,10,,,42,,24,142,1.4
17/05/2024 02:00,,,,,16,,,45,,23,124,
17/05/2024 03:00,,,,,12,,,53,,22,121,0.7
17/05/2024 04:00,,,,,5,,,55,,21,177,
17/05/2024 05:00,,,,,7,,,57,,21,153,1.3
17/05/2024 06:00,,,,,1,,,59,,20,164,1
17/05/2024 07:00,,,,,0,,,61,,20,157,1.3
17/05/2024 09:00,,,,,18,,,46,,23,116,1.2
17/05/2024 10:00,,,,,35,,,37,,26,115,1.4
17/05/2024 11:00,,,,,46,,,26,,28,314,1.7
17/05/2024 12:00,,,,,81,,,19,,29,43,1.9
17/05/2024 13:00,,,,,104,,,16,,31,296,1.9
17/05/2024 14:00,,,,,111,,,15,,32,58,2.2
17/05/2024 15:00,,,,,106,,,12,,32,78,1.7
17/05/2024 16:00,,,,,99,,,12,,32,131,2.8
17/05/2024 17:00,,,,,74,,,20,,32,183,4
17/05/2024 18:00,,,,,57,,,19,,31,196,3.2
17/05/2024 19:00,,,,,24,,,17,,30,184,3.1
17/05/2024 20:00,,,,,19,,,19,,29,115,3.2
17/05/2024 21:00,,,,,45,,,30,,27,114,4.8
17/05/2024 22:00,,,,,45,,,32,,26,117,4.2
17/05/2024 23:00,,,,,33,,,38,,25,112,3.7
18/05/2024 00:00,,,,,20,,,32,,24,21,2
18/05/2024 01:00,,,,,23,,,63,,19,181,3.5
18/05/2024 02:00,,,,,32,,,50,,22,202,3.3
18/05/2024 03:00,,,,,12,,,57,,21,41,1.9
18/05/2024 04:00,,,,,11,,,62,,20,90,1.3
18/05/2024 05:00,,,,,3,,,64,,19,120,
18/05/2024 06:00,,,,,3,,,62,,19,347,0.7
18/05/2024 07:00,,,,,1,,,62,,19,15,0.6
18/05/2024 08:00,,,,,4,,,55,,21,10,1.1
18/05/2024 09:00,,,,,15,,,47,,23,18,1.2
18/05/2024 10:00,,,,,34,,,41,,24,42,1.7
18/05/2024 11:00,,,,,61,,,34,,26,49,2.2
18/05/2024 12:00,,,,,97,,,30,,28,40,2.1
18/05/2024 13:00,,,,,125,,,27,,29,38,1.9
18/05/2024 14:00,,,,,124,,,23,,31,23,2.4
18/05/2024 15:00,,,,,110,,,21,,31,67,2.5
18/05/2024 17:00,,,,,88,,,16,,32,353,2.8
18/05/2024 18:00,,,,,47,,,28,,30,36,5.5
18/05/2024 19:00,,,,,55,,,35,,26,125,4.9
18/05/2024 20:00,,,,,43,,,34,,24,138,1.6
18/05/2024 21:00,,,,,16,,,34,,25,359,1.6
18/05/2024 22:00,,,,,29,,,31,,25,3,3.4
18/05/2024 23:00,,,,,25,,,35,,25,23,2.3
19/05/2024 00:00,,,,,22,,,46,,24,11,1.8
19/05/2024 01:00,,,,,20,,,33,,23,332,2.3
19/05/2024 02:00,,,,,6,,,41,,23,309,1.9
19/05/2024 03:00,,,,,6,,,45,,22,284,1.3
19/05/2024 04:00,,,,,3,,,45,,21,51,1.2
19/05/2024 05:00,,,,,7,,,51,,20,41,1.6
19/05/2024 06:00,,,,,5,,,60,,19,291,1.3
19/05/2024 07:00,,,,,5,,,67,,19,297,2.5
19/05/2024 08:00,,,,,14,,,65,,20,287,2.7
19/05/2024 09:00,,,,,30,,,57,,21,320,2.4
19/05/2024 10:00,,,,,53,,,48,,23,199,1.7
19/05/2024 11:00,,,,,68,,,37,,25,262,1.9
19/05/2024 12:00,,,,,76,,,25,,27,347,2
19/05/2024 13:00,,,,,82,,,23,,28,25,2.3
19/05/2024 14:00,,,,,90,,,24,,29,11,2.5
19/05/2024 15:00,,,,,83,,,22,,30,294,3.2
19/05/2024 16:00,,,,,69,,,21,,31,315,3.8
19/05/2024 17:00,,,,,60,,,21,,31,348,4.5
19/05/2024 18:00,,,,,49,,,23,,30,353,3
19/05/2024 19:00,,,,,46,,,32,,27,157,2.7
19/05/2024 20:00,,,,,44,,,32,,27,117,2.1
19/05/2024 21:00,,,,,44,,,28,,27,22,4
19/05/2024 22:00,,,,,33,,,38,,25,20,2.7
19/05/2024 23:00,,,,,29,,,44,,24,9,2.2
20/05/2024 00:00,,,,,36,,,24,,25,356,2.8
20/05/2024 01:00,,,,,11,,,49,,23,45,0.6
20/05/2024 02:00,,,,,4,,,54,,22,299,1.5
20/05/2024 03:00,,,,,10,,,56,,22,308,1.6
20/05/2024 04:00,,,,,2,,,60,,21,324,1.6
20/05/2024 05:00,,,,,5,,,59,,21,288,0.8
20/05/2024 06:00,,,,,1,,,57,,20,117,0.8
20/05/2024 07:00,,,,,2,,,57,,20,164,0.7
20/05/2024 08:00,,,,,8,,,53,,21,133,0.9
20/05/2024 09:00,,,,,11,,,47,,23,125,1.1
20/05/2024 10:00,,,,,28,,,41,,25,62,1.5
20/05/2024 11:00,,,,,61,,,34,,26,21,1.8
20/05/2024 12:00,,,,,78,,,23,,28,34,2.2
20/05/2024 13:00,,,,,75,,,17,,30,23,3.3
20/05/2024 14:00,,,,,72,,,16,,31,356,3.9
20/05/2024 15:00,,,,,75,,,15,,31,349,3.1
20/05/2024 16:00,,,,,74,,,15,,32,356,4.3
20/05/2024 17:00,,,,,61,,,13,,32,342,4
20/05/2024 18:00,,,,,49,,,13,,32,16,4.8
20/05/2024 19:00,,,,,39,,,20,,30,26,
20/05/2024 20:00,,,,,37,,,21,,29,27,5.2
20/05/2024 21:00,,,,,28,,,20,,27,49,4.1
20/05/2024 22:00,,,,,32,,,21,,26,35,3
20/05/2024 23:00,,,,,38,,,22,,25,10,3
21/05/2024 00:00,,,,,,,,43,,25,134,2.9
21/05/2024 01:00,,,,,31,,,26,,24,338,1.7
21/05/2024 02:00,,,,,34,,,26,,23,4,1.6
21/05/2024 03:00,,,,,10,,,30,,22,47,1
21/05/2024 04:00,,,,,4,,,37,,21,45,0.5
21/05/2024 05:00,,,,,0,,,38,,20,148,1.2
21/05/2024 06:00,,,,,0,,,35,,20,188,1.5
21/05/2024 07:00,,,,,1,,,38,,21,160,0.8
21/05/2024 08:00,,,,,6,,,38,,22,115,0.8
21/05/2024 09:00,,,,,10,,,35,,23,4,1.2
21/05/2024 10:00,,,,,28,,,29,,25,39,1.6
21/05/2024 11:00,,,,,56,,,20,,27,352,1.8
21/05/2024 12:00,,,,,78,,,13,,29,17,2.2
21/05/2024 13:00,,,,,92,,,8,,31,16,3
21/05/2024 14:00,,,,,87,,,6,,32,17,
21/05/2024 15:00,,,,,82,,,6,,32,9,3
21/05/2024 16:00,,,,,80,,,5,,33,351,3.3
21/05/2024 17:00,,,,,79,,,5,,33,325,3.8
21/05/2024 18:00,,,,,67,,,4,,33,330,3.6
21/05/2024 19:00,,,,,60,,,17,,31,80,4.4
21/05/2024 20:00,,,,,70,,,31,,28,134,
21/05/2024 21:00,,,,,72,,,35,,27,140,3.4
21/05/2024 22:00,,,,,64,,,37,,26,130,3.1
21/05/2024 23:00,,,,,54,,,40,,26,124,2.8
22/05/2024 00:00,,,,,19,,,76,,17,183,3.6
22/05/2024 01:00,,,,,,,,40,,25,270,3.1
22/05/2024 02:00,,,,,,,,42,,24,314,2.4
22/05/2024 03:00,,,,,,,,43,,24,313,1.6
22/05/2024 04:00,,,,,7,,,44,,23,304,1.7
22/05/2024 05:00,,,,,14,,,45,,23,261,1.4
22/05/2024 06:00,,,,,4,,,48,,22,273,1.9
22/05/2024 07:00,,,,,0,,,52,,21,70,1.3
22/05/2024 08:00,,,,,3,,,46,,22,105,
22/05/2024 09:00,,,,,12,,,45,,24,103,
22/05/2024 10:00,,,,,40,,,41,,25,62,1.9
22/05/2024 11:00,,,,,67,,,37,,27,20,2.3
22/05/2024 12:00,,,,,83,,,33,,28,321,2.5
22/05/2024 13:00,,,,,99,,,29,,30,346,
22/05/2024 14:00,,,,,109,,,26,,31,222,2.1
22/05/2024 15:00,,,,,107,,,22,,31,73,2.5
22/05/2024 16:00,,,,,111,,,20,,32,137,1.9
22/05/2024 17:00,,,,,111,,,20,,32,167,1.8
22/05/2024 18:00,,,,,75,,,35,,29,158,4.5
22/05/2024 19:00,,,,,65,,,36,,28,94,4.8
22/05/2024 20:00,,,,,33,,,36,,26,58,6.6
22/05/2024 21:00,,,,,27,,,52,,20,65,5.5
22/05/2024 23:00,,,,,14,,,77,,17,267,3.5
23/05/2024 00:00,,,,,4,,,34,,24,313,1.3
23/05/2024 01:00,,,,,23,,,65,,18,210,2.1
23/05/2024 02:00,,,,,10,,,64,,19,63,1.9
23/05/2024 03:00,,,,,0,,,66,,19,337,0.8
23/05/2024 04:00,,,,,0,,,70,,18,65,0.7
23/05/2024 05:00,,,,,0,,,67,,19,314,0.8
23/05/2024 06:00,,,,,0,,,66,,19,299,0.8
23/05/2024 07:00,,,,,0,,,70,,19,137,0.5
23/05/2024 08:00,,,,,2,,,62,,20,155,0.8
23/05/2024 09:00,,,,,15,,,53,,22,143,1.1
23/05/2024 10:00,,,,,29,,,46,,24,135,1.3
23/05/2024 11:00,,,,,48,,,37,,26,72,1.6
23/05/2024 12:00,,,,,79,,,31,,28,47,2.1
23/05/2024 13:00,,,,,114,,,27,,29,28,2.2
23/05/2024 14:00,,,,,131,,,22,,31,32,2.1
23/05/2024 15:00,,,,,137,,,22,,31,109,1.7
23/05/2024 16:00,,,,,105,,,22,,30,192,2.1
23/05/2024 17:00,,,,,85,,,24,,30,235,2.5
23/05/2024 18:00,,,,,78,,,24,,30,239,2
23/05/2024 19:00,,,,,47,,,24,,29,236,2.6
23/05/2024 20:00,,,,,22,,,22,,28,255,1.4
23/05/2024 21:00,,,,,14,,,27,,27,295,2.1
23/05/2024 22:00,,,,,11,,,32,,25,9,1.9
23/05/2024 23:00,,,,,2,,,32,,25,261,0.9
24/05/2024 00:00,,,,,17,,,53,,22,103,1.9
24/05/2024 01:00,,,,,1,,,36,,23,301,0.5
24/05/2024 02:00,,,,,0,,,41,,22,163,1.2
24/05/2024 03:00,,,,,1,,,48,,22,166,1
24/05/2024 04:00,,,,,0,,,57,,21,190,1.3
24/05/2024 05:00,,,,,0,,,59,,21,194,0.7
24/05/2024 06:00,,,,,0,,,61,,20,213,0.4
24/05/2024 07:00,,,,,0,,,57,,21,312,0.7
24/05/2024 08:00,,,,,2,,,47,,22,290,0.9
24/05/2024 09:00,,,,,8,,,42,,24,26,0.9
24/05/2024 10:00,,,,,25,,,38,,26,125,1.6
24/05/2024 11:00,,,,,62,,,33,,28,74,1.9
24/05/2024 12:00,,,,,97,,,28,,29,24,2.1
24/05/2024 13:00,,,,,135,,,23,,31,77,2.1
24/05/2024 14:00,,,,,127,,,18,,32,30,2.2
24/05/2024 15:00,,,,,100,,,14,,33,36,3
24/05/2024 16:00,,,,,93,,,13,,33,316,2.6
24/05/2024 17:00,,,,,96,,,13,,33,233,1.7
24/05/2024 18:00,,,,,71,,,21,,31,120,4.3
24/05/2024 19:00,,,,,46,,,34,,27,78,4.5
24/05/2024 20:00,,,,,33,,,46,,23,65,4.3
24/05/2024 21:00,,,,,40,,,54,,22,195,3.7
24/05/2024 22:00,,,,,38,,,49,,22,189,2.6
24/05/2024 23:00,,,,,24,,,49,,22,136,
25/05/2024 00:00,,,,,1,,,42,,24,91,1.1
25/05/2024 01:00,,,,,7,,,55,,21,57,1.1
25/05/2024 02:00,,,,,12,,,55,,21,161,1.5
25/05/2024 03:00,,,,,14,,,58,,20,150,1.3
25/05/2024 04:00,,,,,6,,,60,,20,195,1.4
25/05/2024 05:00,,,,,0,,,61,,19,101,0.8
25/05/2024 06:00,,,,,0,,,61,,19,171,1.5
25/05/2024 07:00,,,,,1,,,61,,19,166,1.3
25/05/2024 08:00,,,,,7,,,54,,21,138,0.8
25/05/2024 09:00,,,,,15,,,47,,23,56,1.3
25/05/2024 10:00,,,,,20,,,39,,25,102,
25/05/2024 11:00,,,,,52,,,31,,27,35,1.7
25/05/2024 12:00,,,,,110,,,27,,29,14,2
25/05/2024 13:00,,,,,128,,,20,,31,325,2.3
25/05/2024 14:00,,,,,115,,,15,,33,12,2
25/05/2024 15:00,,,,,76,,,11,,34,333,2.5
25/05/2024 16:00,,,,,80,,,11,,34,,2.5
25/05/2024 17:00,,,,,78,,,12,,34,347,3
25/05/2024 18:00,,,,,67,,,23,,31,102,6.3
25/05/2024 19:00,,,,,40,,,55,,23,130,3
25/05/2024 20:00,,,,,27,,,48,,25,240,1.9
25/05/2024 21:00,,,,,31,,,40,,25,309,1.6
25/05/2024 22:00,,,,,16,,,41,,25,340,1.7
25/05/2024 23:00,,,,,6,,,39,,25,326,0.9
26/05/2024 00:00,,,,,19,,,40,,22,197,2.4
26/05/2024 01:00,,,,,3,,,44,,24,344,1.4
26/05/2024 02:00,,,,,10,,,41,,23,301,1.5
26/05/2024 03:00,,,,,2,,,47,,22,158,0.9
26/05/2024 04:00,,,,,0,,,53,,22,136,0.8
26/05/2024 05:00,,,,,0,,,54,,21,154,1.1
26/05/2024 06:00,,,,,2,,,56,,21,100,0.5
26/05/2024 07:00,,,,,1,,,57,,21,90,1.4
26/05/2024 08:00,,,,,14,,,55,,22,154,1.1
26/05/2024 09:00,,,,,26,,,49,,24,158,1.3
26/05/2024 10:00,,,,,56,,,41,,26,239,1.3
26/05/2024 11:00,,,,,79,,,32,,28,348,1.8
26/05/2024 12:00,,,,,102,,,27,,30,343,2.2
26/05/2024 14:00,,,,,102,,,15,,32,32,2.5
26/05/2024 15:00,,,,,84,,,14,,33,355,3.1
26/05/2024 16:00,,,,,95,,,14,,33,49,2.2
26/05/2024 17:00,,,,,82,,,13,,34,329,3.7
26/05/2024 18:00,,,,,64,,,30,,29,106,5.3
26/05/2024 19:00,,,,,46,,,64,,22,196,4.2
26/05/2024 20:00,,,,,43,,,65,,21,215,4.1
26/05/2024 21:00,,,,,34,,,58,,21,192,3.6
26/05/2024 22:00,,,,,32,,,44,,22,285,2.7
26/05/2024 23:00,,,,,15,,,45,,23,261,2.1
27/05/2024 00:00,,,,,,,,46,,25,280,3.2
27/05/2024 01:00,,,,,15,,,42,,21,111,0.8
27/05/2024 02:00,,,,,5,,,48,,21,136,1.6
27/05/2024 03:00,,,,,7,,,50,,20,167,1
27/05/2024 04:00,,,,,12,,,51,,20,177,1.3
27/05/2024 05:00,,,,,6,,,55,,19,187,1.2
27/05/2024 06:00,,,,,1,,,56,,19,177,1.1
27/05/2024 07:00,,,,,0,,,57,,19,146,0.7
27/05/2024 08:00,,,,,1,,,53,,21,109,1.1
27/05/2024 09:00,,,,,7,,,46,,22,130,1.2
27/05/2024 10:00,,,,,27,,,37,,24,172,1.3
27/05/2024 11:00,,,,,51,,,31,,27,,1.6
27/05/2024 12:00,,,,,65,,,25,,28,27,1.9
27/05/2024 13:00,,,,,92,,,19,,30,52,2.1
27/05/2024 16:00,,,,,,,,14,,33,14,2.5
27/05/2024 17:00,,,,,,,,15,,32,5,3.1
27/05/2024 18:00,,,,,76,,,19,,31,125,3.7
27/05/2024 19:00,,,,,,,,23,,30,31,3.4
27/05/2024 20:00,,,,,,,,33,,27,311,1.6
27/05/2024 21:00,,,,,,,,31,,27,356,2.7
27/05/2024 22:00,,,,,,,,32,,26,12,2.9
27/05/2024 23:00,,,,,,,,40,,25,336,2.1
28/05/2024 00:00,,,,,27,72,33,34,,25,315,3.1
28/05/2024 01:00,,,,,,,,54,,24,279,3.7
28/05/2024 02:00,,,,,,67,42,58,,23,262,2.3
28/05/2024 03:00,,,,,,76,44,48,,23,268,2
28/05/2024 04:00,,,,,32,66,38,25,,23,240,1.3
28/05/2024 05:00,,,,,17,37,17,33,,22,216,
28/05/2024 06:00,,,,,4,40,21,44,,21,167,1.3
28/05/2024 07:00,,,,,3,52,30,43,,21,165,
28/05/2024 08:00,,,,,10,59,29,45,,22,324,1.3
28/05/2024 09:00,,,,,25,67,35,43,,24,307,1.9
28/05/2024 10:00,,,,,49,69,39,29,,25,106,1.5
28/05/2024 11:00,,,,,57,53,25,24,,26,91,1.8
28/05/2024 12:00,,,,,71,50,26,13,,28,157,1.9
28/05/2024 13:00,,,,,76,31,13,12,,29,168,2.2
28/05/2024 14:00,,,,,105,39,17,12,,30,70,2.3
28/05/2024 15:00,,,,,118,55,26,12,,31,16,2.5
28/05/2024 16:00,,,,,116,54,24,11,,31,116,2.1
28/05/2024 17:00,,,,,110,51,18,11,,32,153,2
28/05/2024 18:00,,,,,106,51,22,12,,31,152,1.6
28/05/2024 19:00,,,,,75,58,24,16,,30,143,3.1
28/05/2024 20:00,,,,,46,60,23,22,,29,303,2.4
28/05/2024 21:00,,,,,34,64,26,29,,27,339,3.1
28/05/2024 22:00,,,,,37,83,35,28,,26,312,
28/05/2024 23:00,,,,,28,65,32,31,,26,308,2.8
29/05/2024 00:00,,,,,25,31,19,46,,21,354,0.8
29/05/2024 01:00,,,,,26,65,36,42,,24,329,2.3
29/05/2024 02:00,,,,,27,64,39,49,,24,307,1.7
29/05/2024 03:00,,,,,25,70,48,49,,23,50,1.4
29/05/2024 04:00,,,,,23,62,44,48,,23,75,1.5
29/05/2024 05:00,,,,,18,73,46,51,,22,19,1.7
29/05/2024 06:00,,,,,26,73,49,55,,21,313,4.5
29/05/2024 07:00,,,,,13,59,35,69,,19,311,3.3
29/05/2024 08:00,,,,,19,46,36,65,,20,275,1.6
29/05/2024 09:00,,,,,31,43,35,58,,21,108,1.4
29/05/2024 10:00,,,,,35,45,34,53,,23,343,1.6
29/05/2024 11:00,,,,,52,54,39,45,,24,314,2.2
29/05/2024 12:00,,,,,75,62,47,38,,26,338,2.1
29/05/2024 13:00,,,,,107,56,44,34,,27,30,
29/05/2024 15:00,,,,,,75,53,29,,28,171,2.5
29/05/2024 16:00,,,,,79,79,52,31,,27,157,4.1
29/05/2024 17:00,,,,,61,68,40,,,,26,4.6
29/05/2024 18:00,,,,,53,58,36,40,,24,331,5.7
29/05/2024 19:00,,,,,38,62,26,49,,22,296,4.5
29/05/2024 20:00,,,,,33,32,20,52,,21,283,4.2
29/05/2024 21:00,,,,,33,29,19,50,,21,285,3.6
29/05/2024 22:00,,,,,37,22,14,47,,21,315,3
29/05/2024 23:00,,,,,36,14,10,45,,21,311,1.8
30/05/2024 00:00,1.44,13,68,55,5,41,25,50,0,22,179,1.1
30/05/2024 01:00,0.75,1,44,43,18,29,18,48,0,21,94,0.5
30/05/2024 02:00,0.99,13,68,56,5,31,20,53,0,20,43,1.1
30/05/2024 03:00,0.91,8,57,49,6,36,21,57,0,19,345,1.3
30/05/2024 04:00,0.99,10,60,50,4,49,28,56,0,19,201,0.9
30/05/2024 05:00,1.05,11,61,50,4,52,34,57,0,19,138,1.1
30/05/2024 06:00,1.37,78,132,55,3,41,28,60,2,19,67,
30/05/2024 07:00,1.27,72,121,50,3,68,37,63,2,18,34,1.3
30/05/2024 08:00,1.3,48,97,49,6,68,40,60,1,20,30,1.2
30/05/2024 09:00,1.26,30,86,56,17,58,34,51,1,22,26,1.3
30/05/2024 10:00,1.07,13,66,53,43,61,37,42,1,23,78,1.6
30/05/2024 11:00,1.05,7,59,52,68,69,43,34,1,25,35,2
30/05/2024 12:00,0.82,2,35,33,94,67,47,29,1,27,57,2.1
30/05/2024 13:00,0.79,2,34,31,108,58,39,25,1,29,3,2.2
30/05/2024 14:00,0.79,2,33,31,114,52,33,22,1,30,314,1.9
30/05/2024 15:00,0.83,1,30,29,118,47,32,22,1,30,318,2.8
30/05/2024 16:00,0.59,1,21,20,100,47,29,20,1,31,332,2.6
