date,CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP,datetime,station,traffic_level,year,month,day,hour,minute
23/04/2024 15:00,0.66,4.0,32.0,28.0,78.0,54.0,29.0,29.0,3.0,22.0,302.0,3.3,2024-04-23 15:00:00,UIZ,,2024,4,23,15,0
23/04/2024 16:00,0.51,4.0,26.0,22.0,64.0,60.0,30.0,24.0,3.0,23.0,342.0,2.2,2024-04-23 16:00:00,UIZ,,2024,4,23,16,0
23/04/2024 17:00,0.47,3.0,21.0,17.0,78.0,39.0,19.0,21.0,3.0,24.0,335.0,1.8,2024-04-23 17:00:00,UIZ,,2024,4,23,17,0
23/04/2024 18:00,0.49,2.0,20.0,18.0,78.0,35.0,20.0,23.0,4.0,24.0,352.0,1.7,2024-04-23 18:00:00,UIZ,,2024,4,23,18,0
23/04/2024 19:00,0.62,2.0,25.0,24.0,83.0,36.0,22.0,25.0,5.0,24.0,29.0,1.4,2024-04-23 19:00:00,UIZ,,2024,4,23,19,0
23/04/2024 21:00,0.88,2.0,36.0,34.0,45.0,58.0,34.0,34.0,4.0,22.0,101.0,1.9,2024-04-23 21:00:00,UIZ,,2024,4,23,21,0
23/04/2024 22:00,0.62,1.0,20.0,18.0,62.0,61.0,25.0,38.0,3.0,21.0,85.0,1.6,2024-04-23 22:00:00,UIZ,,2024,4,23,22,0
23/04/2024 23:00,0.76,1.0,33.0,32.0,35.0,47.0,26.0,36.0,3.0,21.0,77.0,1.3,2024-04-23 23:00:00,UIZ,,2024,4,23,23,0
24/04/2024 03:00,0.86,3.0,46.0,43.0,12.0,56.0,30.0,47.0,3.0,18.0,170.0,1.3,2024-04-24 03:00:00,UIZ,,2024,4,24,3,0
24/04/2024 04:00,0.52,1.0,21.0,19.0,38.0,40.0,22.0,53.0,4.0,17.0,179.0,1.4,2024-04-24 04:00:00,UIZ,,2024,4,24,4,0
24/04/2024 11:00,1.02,8.0,50.0,42.0,68.0,76.0,45.0,34.0,4.0,22.0,40.0,1.4,2024-04-24 11:00:00,UIZ,,2024,4,24,11,0
24/04/2024 12:00,0.55,4.0,25.0,21.0,82.0,66.0,40.0,28.0,4.0,24.0,17.0,1.5,2024-04-24 12:00:00,UIZ,,2024,4,24,12,0
24/04/2024 13:00,0.46,2.0,14.0,12.0,100.0,45.0,27.0,23.0,4.0,25.0,63.0,1.8,2024-04-24 13:00:00,UIZ,,2024,4,24,13,0
24/04/2024 14:00,0.41,1.0,10.0,9.0,105.0,44.0,25.0,19.0,4.0,26.0,52.0,2.0,2024-04-24 14:00:00,UIZ,,2024,4,24,14,0
24/04/2024 15:00,0.4,2.0,11.0,10.0,99.0,41.0,22.0,17.0,4.0,26.0,37.0,1.9,2024-04-24 15:00:00,UIZ,,2024,4,24,15,0
24/04/2024 16:00,0.44,2.0,14.0,12.0,99.0,49.0,25.0,16.0,4.0,27.0,26.0,2.2,2024-04-24 16:00:00,UIZ,,2024,4,24,16,0
24/04/2024 17:00,0.4,2.0,14.0,12.0,96.0,49.0,26.0,14.0,4.0,27.0,24.0,2.1,2024-04-24 17:00:00,UIZ,,2024,4,24,17,0
24/04/2024 18:00,0.45,2.0,17.0,15.0,95.0,41.0,19.0,17.0,4.0,27.0,49.0,2.0,2024-04-24 18:00:00,UIZ,,2024,4,24,18,0
24/04/2024 20:00,0.72,1.0,21.0,20.0,76.0,63.0,26.0,33.0,3.0,24.0,204.0,1.7,2024-04-24 20:00:00,UIZ,,2024,4,24,20,0
24/04/2024 21:00,0.66,1.0,21.0,20.0,55.0,49.0,26.0,30.0,3.0,23.0,86.0,1.5,2024-04-24 21:00:00,UIZ,,2024,4,24,21,0
24/04/2024 22:00,0.75,2.0,31.0,29.0,31.0,40.0,20.0,28.0,3.0,22.0,47.0,1.3,2024-04-24 22:00:00,UIZ,,2024,4,24,22,0
24/04/2024 23:00,0.7,2.0,35.0,32.0,18.0,35.0,16.0,24.0,3.0,21.0,4.0,1.2,2024-04-24 23:00:00,UIZ,,2024,4,24,23,0
25/04/2024 00:00,0.94,1.0,26.0,25.0,48.0,70.0,43.0,37.0,4.0,21.0,177.0,1.3,2024-04-25 00:00:00,UIZ,,2024,4,25,0,0
25/04/2024 01:00,0.84,6.0,48.0,42.0,8.0,45.0,19.0,29.0,3.0,20.0,267.0,1.4,2024-04-25 01:00:00,UIZ,,2024,4,25,1,0
25/04/2024 02:00,0.75,3.0,38.0,35.0,18.0,36.0,14.0,33.0,3.0,19.0,250.0,1.3,2024-04-25 02:00:00,UIZ,,2024,4,25,2,0
25/04/2024 04:00,0.42,1.0,17.0,16.0,33.0,36.0,22.0,39.0,3.0,18.0,205.0,1.1,2024-04-25 04:00:00,UIZ,,2024,4,25,4,0
25/04/2024 09:00,0.84,10.0,39.0,29.0,34.0,65.0,30.0,37.0,3.0,19.0,169.0,1.1,2024-04-25 09:00:00,UIZ,,2024,4,25,9,0
25/04/2024 11:00,0.78,8.0,42.0,34.0,60.0,64.0,34.0,27.0,3.0,22.0,340.0,1.4,2024-04-25 11:00:00,UIZ,,2024,4,25,11,0
25/04/2024 12:00,0.66,4.0,28.0,24.0,82.0,52.0,30.0,24.0,3.0,24.0,65.0,1.6,2024-04-25 12:00:00,UIZ,,2024,4,25,12,0
25/04/2024 13:00,0.54,3.0,19.0,16.0,97.0,52.0,33.0,21.0,3.0,25.0,117.0,1.5,2024-04-25 13:00:00,UIZ,,2024,4,25,13,0
25/04/2024 14:00,0.55,2.0,16.0,15.0,111.0,38.0,19.0,19.0,3.0,26.0,94.0,1.7,2024-04-25 14:00:00,UIZ,,2024,4,25,14,0
25/04/2024 15:00,0.55,1.0,15.0,14.0,123.0,47.0,29.0,19.0,4.0,26.0,85.0,1.8,2024-04-25 15:00:00,UIZ,,2024,4,25,15,0
25/04/2024 16:00,0.56,1.0,15.0,13.0,117.0,46.0,26.0,19.0,4.0,26.0,95.0,2.2,2024-04-25 16:00:00,UIZ,,2024,4,25,16,0
25/04/2024 17:00,0.55,2.0,14.0,12.0,89.0,54.0,27.0,23.0,4.0,26.0,104.0,2.6,2024-04-25 17:00:00,UIZ,,2024,4,25,17,0
25/04/2024 18:00,0.56,1.0,13.0,12.0,94.0,70.0,31.0,23.0,3.0,26.0,126.0,1.9,2024-04-25 18:00:00,UIZ,,2024,4,25,18,0
25/04/2024 19:00,0.73,1.0,17.0,16.0,83.0,70.0,33.0,32.0,3.0,24.0,214.0,2.2,2024-04-25 19:00:00,UIZ,,2024,4,25,19,0
25/04/2024 20:00,0.79,1.0,19.0,18.0,70.0,75.0,42.0,36.0,3.0,23.0,207.0,2.3,2024-04-25 20:00:00,UIZ,,2024,4,25,20,0
25/04/2024 21:00,0.88,1.0,22.0,21.0,65.0,71.0,44.0,37.0,3.0,22.0,181.0,1.8,2024-04-25 21:00:00,UIZ,,2024,4,25,21,0
25/04/2024 22:00,0.96,1.0,25.0,24.0,58.0,69.0,42.0,37.0,3.0,22.0,157.0,1.7,2024-04-25 22:00:00,UIZ,,2024,4,25,22,0
25/04/2024 23:00,1.1,1.0,33.0,32.0,45.0,72.0,46.0,36.0,4.0,22.0,169.0,1.1,2024-04-25 23:00:00,UIZ,,2024,4,25,23,0
26/04/2024 00:00,1.3,7.0,58.0,51.0,8.0,54.0,26.0,41.0,4.0,19.0,254.0,0.9,2024-04-26 00:00:00,UIZ,,2024,4,26,0,0
26/04/2024 02:00,0.81,1.0,21.0,20.0,43.0,67.0,44.0,42.0,3.0,20.0,176.0,1.3,2024-04-26 02:00:00,UIZ,,2024,4,26,2,0
26/04/2024 03:00,0.68,1.0,14.0,13.0,46.0,66.0,44.0,46.0,3.0,19.0,187.0,1.4,2024-04-26 03:00:00,UIZ,,2024,4,26,3,0
26/04/2024 04:00,0.57,1.0,12.0,11.0,49.0,66.0,45.0,51.0,4.0,19.0,204.0,1.6,2024-04-26 04:00:00,UIZ,,2024,4,26,4,0
26/04/2024 05:00,0.46,1.0,8.0,7.0,51.0,60.0,42.0,49.0,3.0,18.0,212.0,2.4,2024-04-26 05:00:00,UIZ,,2024,4,26,5,0
26/04/2024 06:00,0.53,1.0,14.0,13.0,42.0,45.0,29.0,51.0,3.0,18.0,185.0,2.1,2024-04-26 06:00:00,UIZ,,2024,4,26,6,0
26/04/2024 07:00,1.0,5.0,42.0,37.0,14.0,44.0,29.0,53.0,3.0,18.0,166.0,1.1,2024-04-26 07:00:00,UIZ,,2024,4,26,7,0
26/04/2024 09:00,0.88,8.0,38.0,30.0,36.0,69.0,39.0,49.0,4.0,19.0,211.0,1.2,2024-04-26 09:00:00,UIZ,,2024,4,26,9,0
26/04/2024 10:00,0.94,8.0,42.0,34.0,50.0,63.0,38.0,41.0,4.0,21.0,120.0,1.4,2024-04-26 10:00:00,UIZ,,2024,4,26,10,0
26/04/2024 11:00,0.75,3.0,24.0,20.0,79.0,65.0,38.0,36.0,4.0,22.0,89.0,1.7,2024-04-26 11:00:00,UIZ,,2024,4,26,11,0
26/04/2024 12:00,0.59,2.0,15.0,13.0,96.0,65.0,41.0,30.0,4.0,23.0,61.0,1.7,2024-04-26 12:00:00,UIZ,,2024,4,26,12,0
26/04/2024 13:00,0.59,1.0,15.0,14.0,110.0,55.0,31.0,28.0,4.0,24.0,72.0,1.4,2024-04-26 13:00:00,UIZ,,2024,4,26,13,0
26/04/2024 14:00,0.7,2.0,22.0,21.0,119.0,56.0,33.0,27.0,5.0,24.0,236.0,1.3,2024-04-26 14:00:00,UIZ,,2024,4,26,14,0
26/04/2024 15:00,0.72,2.0,30.0,27.0,108.0,65.0,38.0,26.0,4.0,24.0,278.0,1.6,2024-04-26 15:00:00,UIZ,,2024,4,26,15,0
26/04/2024 16:00,0.72,2.0,26.0,24.0,88.0,61.0,34.0,35.0,4.0,23.0,262.0,3.0,2024-04-26 16:00:00,UIZ,,2024,4,26,16,0
26/04/2024 17:00,0.9,5.0,46.0,41.0,51.0,87.0,34.0,46.0,4.0,20.0,337.0,2.3,2024-04-26 17:00:00,UIZ,,2024,4,26,17,0
26/04/2024 18:00,1.05,4.0,46.0,43.0,65.0,59.0,25.0,41.0,4.0,21.0,248.0,1.6,2024-04-26 18:00:00,UIZ,,2024,4,26,18,0
26/04/2024 19:00,0.95,2.0,36.0,34.0,63.0,46.0,29.0,39.0,4.0,22.0,150.0,1.3,2024-04-26 19:00:00,UIZ,,2024,4,26,19,0
26/04/2024 21:00,1.28,5.0,52.0,47.0,36.0,53.0,29.0,40.0,3.0,21.0,217.0,1.2,2024-04-26 21:00:00,UIZ,,2024,4,26,21,0
27/04/2024 03:00,1.03,7.0,48.0,41.0,9.0,60.0,37.0,55.0,4.0,17.0,201.0,1.4,2024-04-27 03:00:00,UIZ,,2024,4,27,3,0
27/04/2024 04:00,1.02,3.0,44.0,41.0,10.0,53.0,31.0,57.0,3.0,16.0,211.0,1.1,2024-04-27 04:00:00,UIZ,,2024,4,27,4,0
27/04/2024 06:00,0.94,10.0,50.0,40.0,5.0,58.0,38.0,54.0,4.0,16.0,186.0,1.1,2024-04-27 06:00:00,UIZ,,2024,4,27,6,0
27/04/2024 12:00,0.7,2.0,20.0,18.0,103.0,79.0,40.0,29.0,4.0,24.0,74.0,1.9,2024-04-27 12:00:00,UIZ,,2024,4,27,12,0
27/04/2024 13:00,0.54,1.0,11.0,10.0,96.0,77.0,40.0,26.0,4.0,24.0,158.0,1.7,2024-04-27 13:00:00,UIZ,,2024,4,27,13,0
27/04/2024 14:00,0.48,2.0,10.0,8.0,85.0,51.0,24.0,24.0,4.0,25.0,218.0,2.0,2024-04-27 14:00:00,UIZ,,2024,4,27,14,0
27/04/2024 15:00,0.47,2.0,9.0,8.0,83.0,57.0,30.0,23.0,3.0,26.0,205.0,2.4,2024-04-27 15:00:00,UIZ,,2024,4,27,15,0
27/04/2024 17:00,0.48,2.0,9.0,8.0,79.0,55.0,27.0,23.0,4.0,26.0,213.0,2.5,2024-04-27 17:00:00,UIZ,,2024,4,27,17,0
27/04/2024 18:00,0.53,2.0,12.0,11.0,75.0,51.0,25.0,24.0,4.0,25.0,207.0,2.7,2024-04-27 18:00:00,UIZ,,2024,4,27,18,0
27/04/2024 19:00,0.52,1.0,12.0,11.0,74.0,55.0,27.0,25.0,4.0,24.0,217.0,2.5,2024-04-27 19:00:00,UIZ,,2024,4,27,19,0
27/04/2024 20:00,0.57,1.0,14.0,13.0,69.0,49.0,24.0,27.0,4.0,23.0,228.0,2.2,2024-04-27 20:00:00,UIZ,,2024,4,27,20,0
27/04/2024 21:00,0.59,1.0,16.0,15.0,60.0,44.0,24.0,25.0,4.0,22.0,243.0,2.1,2024-04-27 21:00:00,UIZ,,2024,4,27,21,0
27/04/2024 22:00,0.83,2.0,27.0,25.0,45.0,41.0,23.0,26.0,3.0,21.0,223.0,1.4,2024-04-27 22:00:00,UIZ,,2024,4,27,22,0
28/04/2024 00:00,0.92,2.0,31.0,30.0,27.0,46.0,25.0,26.0,3.0,20.0,190.0,1.5,2024-04-28 00:00:00,UIZ,,2024,4,28,0,0
28/04/2024 04:00,0.92,2.0,33.0,31.0,23.0,47.0,33.0,41.0,3.0,17.0,152.0,0.8,2024-04-28 04:00:00,UIZ,,2024,4,28,4,0
28/04/2024 05:00,0.86,2.0,37.0,35.0,19.0,44.0,32.0,42.0,4.0,17.0,239.0,1.0,2024-04-28 05:00:00,UIZ,,2024,4,28,5,0
28/04/2024 06:00,0.81,2.0,34.0,33.0,19.0,49.0,37.0,43.0,3.0,16.0,180.0,1.3,2024-04-28 06:00:00,UIZ,,2024,4,28,6,0
28/04/2024 09:00,0.82,7.0,33.0,26.0,46.0,59.0,39.0,33.0,4.0,19.0,146.0,1.2,2024-04-28 09:00:00,UIZ,,2024,4,28,9,0
28/04/2024 10:00,0.84,7.0,38.0,31.0,59.0,43.0,28.0,28.0,4.0,21.0,54.0,1.3,2024-04-28 10:00:00,UIZ,,2024,4,28,10,0
28/04/2024 11:00,0.68,3.0,24.0,21.0,84.0,42.0,29.0,24.0,4.0,22.0,90.0,1.5,2024-04-28 11:00:00,UIZ,,2024,4,28,11,0
28/04/2024 12:00,0.52,2.0,12.0,10.0,98.0,43.0,31.0,21.0,3.0,24.0,183.0,1.4,2024-04-28 12:00:00,UIZ,,2024,4,28,12,0
28/04/2024 13:00,0.48,1.0,10.0,9.0,102.0,43.0,29.0,18.0,4.0,25.0,346.0,1.6,2024-04-28 13:00:00,UIZ,,2024,4,28,13,0
28/04/2024 15:00,0.44,1.0,9.0,8.0,98.0,36.0,18.0,16.0,4.0,27.0,293.0,1.7,2024-04-28 15:00:00,UIZ,,2024,4,28,15,0
28/04/2024 16:00,0.47,1.0,10.0,9.0,88.0,48.0,28.0,21.0,4.0,26.0,213.0,3.0,2024-04-28 16:00:00,UIZ,,2024,4,28,16,0
28/04/2024 17:00,0.48,1.0,9.0,8.0,73.0,66.0,27.0,21.0,4.0,26.0,203.0,2.8,2024-04-28 17:00:00,UIZ,,2024,4,28,17,0
28/04/2024 18:00,0.47,1.0,10.0,8.0,68.0,59.0,25.0,22.0,4.0,25.0,206.0,3.0,2024-04-28 18:00:00,UIZ,,2024,4,28,18,0
28/04/2024 19:00,0.51,1.0,11.0,10.0,64.0,54.0,21.0,22.0,4.0,24.0,208.0,2.8,2024-04-28 19:00:00,UIZ,,2024,4,28,19,0
28/04/2024 20:00,0.52,1.0,13.0,12.0,57.0,45.0,20.0,21.0,3.0,22.0,209.0,2.6,2024-04-28 20:00:00,UIZ,,2024,4,28,20,0
28/04/2024 21:00,0.53,1.0,14.0,13.0,51.0,36.0,18.0,21.0,3.0,22.0,210.0,2.5,2024-04-28 21:00:00,UIZ,,2024,4,28,21,0
28/04/2024 22:00,0.64,1.0,19.0,18.0,43.0,31.0,17.0,23.0,3.0,21.0,178.0,1.9,2024-04-28 22:00:00,UIZ,,2024,4,28,22,0
28/04/2024 23:00,0.96,1.0,29.0,28.0,30.0,26.0,13.0,24.0,3.0,20.0,168.0,1.4,2024-04-28 23:00:00,UIZ,,2024,4,28,23,0
29/04/2024 00:00,0.71,1.0,18.0,17.0,51.0,42.0,28.0,32.0,3.0,20.0,159.0,1.6,2024-04-29 00:00:00,UIZ,,2024,4,29,0,0
29/04/2024 01:00,0.65,1.0,24.0,23.0,34.0,49.0,29.0,28.0,3.0,19.0,195.0,1.4,2024-04-29 01:00:00,UIZ,,2024,4,29,1,0
29/04/2024 02:00,0.64,1.0,22.0,21.0,32.0,32.0,18.0,30.0,3.0,18.0,193.0,1.1,2024-04-29 02:00:00,UIZ,,2024,4,29,2,0
29/04/2024 03:00,0.75,1.0,21.0,20.0,30.0,38.0,26.0,30.0,4.0,18.0,227.5,1.1,2024-04-29 03:00:00,UIZ,,2024,4,29,3,0
29/04/2024 04:00,0.76,2.0,23.0,21.0,27.0,45.0,32.0,31.0,4.0,17.0,262.0,0.8,2024-04-29 04:00:00,UIZ,,2024,4,29,4,0
29/04/2024 05:00,0.96,10.0,50.0,40.0,7.0,57.0,44.0,34.0,4.0,16.0,267.0,1.0,2024-04-29 05:00:00,UIZ,,2024,4,29,5,0
29/04/2024 06:00,0.91,9.0,48.0,39.0,11.0,52.0,37.0,36.0,4.0,16.0,223.0,1.3,2024-04-29 06:00:00,UIZ,,2024,4,29,6,0
29/04/2024 11:00,0.88,5.0,34.0,29.0,81.0,70.0,41.0,22.0,4.0,23.0,87.0,1.5,2024-04-29 11:00:00,UIZ,,2024,4,29,11,0
29/04/2024 12:00,0.61,2.0,16.0,14.0,92.0,66.0,43.0,17.0,4.0,25.0,107.0,1.9,2024-04-29 12:00:00,UIZ,,2024,4,29,12,0
29/04/2024 13:00,0.46,1.0,8.0,7.0,87.0,56.0,33.0,16.0,3.0,26.0,163.0,2.1,2024-04-29 13:00:00,UIZ,,2024,4,29,13,0
29/04/2024 14:00,0.44,1.0,8.0,7.0,80.0,52.0,28.0,14.0,3.0,26.0,219.0,2.6,2024-04-29 14:00:00,UIZ,,2024,4,29,14,0
29/04/2024 15:00,0.43,2.0,11.0,9.0,82.0,38.0,20.0,13.0,4.0,27.0,206.0,2.9,2024-04-29 15:00:00,UIZ,,2024,4,29,15,0
29/04/2024 16:00,0.43,2.0,11.0,9.0,82.0,44.0,18.0,12.0,4.0,27.0,213.0,2.6,2024-04-29 16:00:00,UIZ,,2024,4,29,16,0
29/04/2024 18:00,0.56,1.0,14.0,12.0,78.0,41.0,19.0,19.0,4.0,25.0,216.0,2.8,2024-04-29 18:00:00,UIZ,,2024,4,29,18,0
29/04/2024 19:00,0.59,1.0,14.0,13.0,75.0,51.0,25.0,23.0,4.0,24.0,214.0,2.9,2024-04-29 19:00:00,UIZ,,2024,4,29,19,0
29/04/2024 20:00,0.65,1.0,19.0,18.0,65.0,52.0,25.0,25.0,4.0,23.0,212.0,2.3,2024-04-29 20:00:00,UIZ,,2024,4,29,20,0
29/04/2024 21:00,0.69,1.0,18.0,17.0,61.0,46.0,24.0,25.0,4.0,22.0,172.0,2.1,2024-04-29 21:00:00,UIZ,,2024,4,29,21,0
29/04/2024 22:00,0.69,1.0,17.0,16.0,60.0,47.0,26.0,26.0,4.0,22.0,195.0,1.6,2024-04-29 22:00:00,UIZ,,2024,4,29,22,0
29/04/2024 23:00,0.68,1.0,18.0,17.0,56.0,45.0,27.0,30.0,3.0,21.0,200.0,1.7,2024-04-29 23:00:00,UIZ,,2024,4,29,23,0
30/04/2024 00:00,1.22,2.0,43.0,41.0,23.0,57.0,31.0,32.0,4.0,21.0,188.0,1.1,2024-04-30 00:00:00,UIZ,,2024,4,30,0,0
30/04/2024 01:00,0.72,1.0,18.0,17.0,45.0,46.0,30.0,35.0,4.0,19.0,154.0,1.2,2024-04-30 01:00:00,UIZ,,2024,4,30,1,0
30/04/2024 02:00,0.99,2.0,43.0,41.0,15.0,60.0,41.0,40.0,4.0,18.0,51.0,0.8,2024-04-30 02:00:00,UIZ,,2024,4,30,2,0
30/04/2024 03:00,0.85,2.0,33.0,31.0,23.0,62.0,38.0,43.0,4.0,18.0,214.0,0.9,2024-04-30 03:00:00,UIZ,,2024,4,30,3,0
30/04/2024 04:00,0.68,1.0,19.0,18.0,34.0,66.0,49.0,45.0,4.0,17.0,207.0,1.2,2024-04-30 04:00:00,UIZ,,2024,4,30,4,0
30/04/2024 06:00,0.89,5.0,43.0,38.0,13.0,58.0,41.0,47.0,4.0,16.0,188.0,1.1,2024-04-30 06:00:00,UIZ,,2024,4,30,6,0
30/04/2024 12:00,0.57,2.0,14.0,11.0,94.0,53.0,33.0,25.0,6.0,24.0,112.0,1.6,2024-04-30 12:00:00,UIZ,,2024,4,30,12,0
30/04/2024 13:00,0.62,2.0,16.0,14.0,113.0,49.0,31.0,21.0,6.0,25.0,18.0,1.7,2024-04-30 13:00:00,UIZ,,2024,4,30,13,0
30/04/2024 14:00,0.58,1.0,12.0,11.0,119.0,58.0,37.0,19.0,6.0,26.0,199.0,1.6,2024-04-30 14:00:00,UIZ,,2024,4,30,14,0
30/04/2024 15:00,0.56,1.0,12.0,11.0,116.0,59.0,28.0,17.0,6.0,27.0,122.0,1.8,2024-04-30 15:00:00,UIZ,,2024,4,30,15,0
30/04/2024 16:00,0.53,2.0,12.0,10.0,94.0,68.0,36.0,19.0,5.0,27.0,212.0,2.2,2024-04-30 16:00:00,UIZ,,2024,4,30,16,0
30/04/2024 17:00,0.55,1.0,12.0,10.0,98.0,64.0,28.0,20.0,4.0,27.0,206.0,2.0,2024-04-30 17:00:00,UIZ,,2024,4,30,17,0
30/04/2024 18:00,0.58,1.0,13.0,12.0,93.0,62.0,33.0,21.0,4.0,26.0,201.0,2.1,2024-04-30 18:00:00,UIZ,,2024,4,30,18,0
30/04/2024 19:00,0.67,1.0,18.0,17.0,75.0,57.0,25.0,24.0,4.0,25.0,205.0,2.5,2024-04-30 19:00:00,UIZ,,2024,4,30,19,0
30/04/2024 20:00,0.71,1.0,18.0,17.0,68.0,53.0,24.0,25.0,4.0,23.0,202.5,2.5,2024-04-30 20:00:00,UIZ,,2024,4,30,20,0
30/04/2024 21:00,0.89,1.0,24.0,23.0,55.0,51.0,28.0,27.0,4.0,23.0,200.0,1.7,2024-04-30 21:00:00,UIZ,,2024,4,30,21,0
30/04/2024 22:00,1.08,3.0,35.0,33.0,39.0,47.0,27.0,29.0,4.0,22.0,170.0,1.2,2024-04-30 22:00:00,UIZ,,2024,4,30,22,0
30/04/2024 23:00,1.19,5.0,46.0,41.0,29.0,53.0,30.0,31.0,4.0,21.0,217.0,1.4,2024-04-30 23:00:00,UIZ,,2024,4,30,23,0
01/05/2024 01:00,0.89,1.0,27.0,26.0,35.0,54.0,31.0,34.0,4.0,20.0,162.0,1.0,2024-05-01 01:00:00,UIZ,,2024,5,1,1,0
01/05/2024 02:00,0.91,1.0,35.0,34.0,24.0,48.0,28.0,37.0,4.0,19.0,151.0,1.2,2024-05-01 02:00:00,UIZ,,2024,5,1,2,0
01/05/2024 03:00,0.69,1.0,16.0,15.0,39.0,57.0,36.0,39.0,4.0,18.0,210.0,1.1,2024-05-01 03:00:00,UIZ,,2024,5,1,3,0
01/05/2024 04:00,0.65,1.0,13.0,12.0,41.0,59.0,40.0,41.0,4.0,18.0,185.0,1.2,2024-05-01 04:00:00,UIZ,,2024,5,1,4,0
01/05/2024 05:00,0.59,1.0,13.0,12.0,39.0,53.0,38.0,46.0,4.0,17.0,198.0,1.3,2024-05-01 05:00:00,UIZ,,2024,5,1,5,0
01/05/2024 07:00,0.78,3.0,28.0,25.0,24.0,45.0,32.0,49.0,4.0,17.0,174.0,1.1,2024-05-01 07:00:00,UIZ,,2024,5,1,7,0
01/05/2024 09:00,0.75,5.0,26.0,21.0,47.0,69.0,41.0,40.0,4.0,19.0,348.0,1.1,2024-05-01 09:00:00,UIZ,,2024,5,1,9,0
01/05/2024 10:00,0.74,5.0,27.0,22.0,65.0,51.0,29.0,33.0,4.0,21.0,25.0,1.5,2024-05-01 10:00:00,UIZ,,2024,5,1,10,0
01/05/2024 11:00,0.6,2.0,16.0,14.0,85.0,53.0,33.0,27.0,4.0,23.0,73.0,1.6,2024-05-01 11:00:00,UIZ,,2024,5,1,11,0
01/05/2024 13:00,0.5,1.0,8.0,7.0,96.0,38.0,22.0,21.0,4.0,26.0,115.0,1.6,2024-05-01 13:00:00,UIZ,,2024,5,1,13,0
01/05/2024 14:00,0.47,1.0,7.0,6.0,89.0,47.0,26.0,21.0,4.0,26.0,236.0,1.5,2024-05-01 14:00:00,UIZ,,2024,5,1,14,0
01/05/2024 15:00,0.5,1.0,8.0,6.0,88.0,48.0,26.0,22.0,4.0,27.0,199.0,2.2,2024-05-01 15:00:00,UIZ,,2024,5,1,15,0
01/05/2024 16:00,0.5,1.0,8.0,7.0,90.0,55.0,23.0,22.0,4.0,27.0,220.0,2.3,2024-05-01 16:00:00,UIZ,,2024,5,1,16,0
01/05/2024 17:00,0.5,1.0,9.0,7.0,86.0,54.0,23.0,22.0,4.0,27.0,199.0,2.5,2024-05-01 17:00:00,UIZ,,2024,5,1,17,0
01/05/2024 18:00,0.49,1.0,9.0,8.0,76.0,50.0,19.0,24.0,5.0,26.0,213.0,2.7,2024-05-01 18:00:00,UIZ,,2024,5,1,18,0
01/05/2024 19:00,0.53,1.0,11.0,10.0,72.0,53.0,23.0,27.0,5.0,25.0,211.0,2.9,2024-05-01 19:00:00,UIZ,,2024,5,1,19,0
01/05/2024 20:00,0.55,1.0,11.0,10.0,65.0,56.0,25.0,31.0,4.0,23.0,205.0,2.7,2024-05-01 20:00:00,UIZ,,2024,5,1,20,0
01/05/2024 21:00,0.59,1.0,13.0,11.0,57.0,43.0,20.0,32.0,4.0,23.0,198.0,2.1,2024-05-01 21:00:00,UIZ,,2024,5,1,21,0
01/05/2024 22:00,0.58,1.0,12.0,11.0,53.0,37.0,19.0,35.0,4.0,22.0,195.0,1.9,2024-05-01 22:00:00,UIZ,,2024,5,1,22,0
01/05/2024 23:00,0.61,1.0,13.0,12.0,50.0,37.0,22.0,35.0,4.0,22.0,189.0,1.6,2024-05-01 23:00:00,UIZ,,2024,5,1,23,0
02/05/2024 00:00,1.06,2.0,39.0,37.0,23.0,49.0,28.0,32.0,4.0,21.0,176.0,1.2,2024-05-02 00:00:00,UIZ,,2024,5,2,0,0
02/05/2024 04:00,0.53,1.0,10.0,9.0,42.0,46.0,29.0,46.0,4.0,18.0,221.0,1.1,2024-05-02 04:00:00,UIZ,,2024,5,2,4,0
02/05/2024 05:00,0.58,2.0,17.0,15.0,34.0,43.0,30.0,48.0,4.0,18.0,220.0,1.0,2024-05-02 05:00:00,UIZ,,2024,5,2,5,0
02/05/2024 10:00,1.03,9.0,45.0,36.0,53.0,60.0,34.0,33.0,4.0,22.0,106.0,1.2,2024-05-02 10:00:00,UIZ,,2024,5,2,10,0
02/05/2024 11:00,0.75,3.0,24.0,20.0,80.0,53.0,31.0,28.0,4.0,24.0,82.0,1.4,2024-05-02 11:00:00,UIZ,,2024,5,2,11,0
02/05/2024 12:00,0.59,2.0,13.0,11.0,93.0,50.0,26.0,24.0,4.0,26.0,79.0,1.3,2024-05-02 12:00:00,UIZ,,2024,5,2,12,0
02/05/2024 13:00,0.54,2.0,11.0,9.0,100.0,46.0,23.0,21.0,4.0,27.0,59.0,1.8,2024-05-02 13:00:00,UIZ,,2024,5,2,13,0
02/05/2024 14:00,0.54,2.0,12.0,10.0,97.0,53.0,25.0,22.0,4.0,27.0,69.0,1.6,2024-05-02 14:00:00,UIZ,,2024,5,2,14,0
02/05/2024 15:00,0.5,1.0,9.0,7.0,85.0,66.0,27.0,21.0,4.0,28.0,109.0,1.9,2024-05-02 15:00:00,UIZ,,2024,5,2,15,0
