CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
1.07,20.0,65.0,46.0,29.0,75.0,42.0,52.0,15.0,20.0,166.0,1.6
1.03,12.0,64.0,52.0,47.0,82.0,50.0,44.0,13.0,21.0,90.0,1.9
0.66,5.0,39.0,34.0,64.0,84.0,52.0,35.0,7.0,23.0,55.0,2.3
0.65,3.0,28.0,26.0,90.0,66.0,36.0,32.0,6.0,24.0,13.0,2.2
0.68,1.0,26.0,25.0,105.0,56.0,30.0,28.0,4.0,26.0,166.0,2.5
0.55,4.0,20.0,17.0,53.0,68.0,35.0,25.0,1.0,27.0,173.0,4.3
0.53,3.0,19.0,16.0,52.0,50.0,20.0,26.0,1.0,27.0,171.0,3.6
0.57,3.0,20.0,17.0,52.0,49.0,22.0,26.0,1.0,27.0,168.0,4.3
0.64,5.0,29.0,25.0,42.0,53.0,22.0,26.0,1.0,26.0,173.0,3.7
0.76,8.0,45.0,36.0,33.0,78.0,20.0,25.0,1.0,24.0,333.0,4.3
0.58,5.0,32.0,26.0,37.0,148.0,28.13929539295393,29.0,1.0,22.0,313.0,4.4
0.51,4.0,27.0,23.0,37.0,131.0,13.0,34.0,1.0,19.0,311.0,4.3
0.49,3.0,25.0,22.0,37.0,96.0,15.0,40.0,1.0,18.0,305.0,3.4
0.41,2.0,20.0,18.0,41.0,76.0,18.0,44.0,1.0,17.0,307.0,4.1
0.54,4.0,39.0,35.0,15.0,53.0,13.0,42.0,5.0,20.0,304.0,3.7
0.46,5.0,39.0,34.0,19.0,66.0,25.0,49.0,2.0,16.0,301.0,1.9
0.46,3.0,36.0,33.0,19.0,61.0,21.0,51.0,3.0,15.0,285.0,1.4
0.46,8.0,49.0,40.0,11.0,52.0,14.0,55.0,3.0,15.0,11.0,1.5
0.45,2.0,37.0,35.0,11.0,64.0,21.0,57.0,2.0,14.0,101.0,1.2
0.49,7.0,44.0,37.0,6.0,61.0,20.0,60.0,1.0,14.0,114.0,1.1
0.65,34.0,82.0,48.0,1.0,60.0,21.0,61.0,2.0,13.0,86.0,1.3
0.77,68.0,115.0,48.0,0.0,63.0,19.0,63.0,3.0,13.0,93.0,1.6
1.21,92.0,139.0,47.0,2.0,65.0,20.0,60.0,4.0,14.0,70.0,1.1
1.19,51.0,103.0,52.0,8.0,89.0,37.0,53.0,5.0,16.0,105.0,1.4
1.3,51.0,118.0,68.0,14.0,87.0,34.0,47.0,6.0,18.0,57.0,1.5
1.11,28.0,94.0,66.0,30.0,100.0,41.0,39.0,5.0,20.0,19.0,1.5
0.94,12.0,65.0,53.0,50.0,101.0,50.0,32.0,4.0,23.0,18.0,1.8
0.64,3.0,26.0,23.0,69.0,77.0,34.0,27.0,2.0,25.0,303.0,2.0
0.63,2.0,25.0,23.0,89.0,44.0,24.0,23.0,2.0,27.0,332.0,2.3
0.51,1.0,20.0,20.0,101.0,56.0,32.0,21.0,2.0,28.0,89.0,2.4
0.53,1.0,19.0,18.0,107.0,48.0,21.0,19.0,2.0,29.0,63.0,1.9
0.63,2.0,28.0,27.0,107.0,46.0,15.0,17.0,2.0,29.0,325.0,1.8
0.45,1.0,27.0,26.0,87.0,46.0,21.0,18.0,2.0,29.0,42.0,2.9
0.48,10.0,44.0,34.0,33.0,63.0,28.0,25.0,1.0,27.0,54.0,4.9
0.58,5.0,33.0,29.0,29.0,93.0,14.0,30.0,0.0,25.0,11.0,4.4
0.66,8.0,35.0,27.0,24.0,89.0,15.0,34.0,1.0,23.0,326.0,4.8
0.57,5.0,31.0,25.0,24.0,74.0,17.0,38.0,1.0,22.0,318.0,5.0
0.55,5.0,31.0,26.0,22.0,61.0,16.0,40.0,1.0,21.0,314.0,3.8
0.44,2.0,28.0,26.0,34.0,45.0,14.0,23.0,5.0,22.0,300.0,3.9
0.57,5.0,46.0,41.0,8.0,49.0,13.0,45.0,14.0,19.0,317.0,2.9
0.59,6.0,49.0,44.0,6.0,55.0,21.0,47.0,17.0,19.0,328.0,2.6
0.54,2.0,37.0,34.0,14.0,49.0,19.0,49.0,16.0,18.0,329.0,1.9
0.56,12.0,50.0,38.0,5.0,51.0,25.0,54.0,22.0,17.0,99.0,1.7
0.5,11.0,48.0,37.0,6.0,45.0,22.0,58.0,34.0,16.0,87.0,1.6
0.62,28.0,70.0,42.0,2.0,52.0,32.0,60.0,23.0,15.0,95.0,1.3
0.62,26.0,72.0,46.0,2.0,52.0,29.0,62.0,15.0,15.0,105.0,1.6
0.7,47.0,92.0,45.0,6.0,44.0,18.0,60.0,25.0,16.0,69.0,1.4
0.78,36.0,83.0,47.0,13.0,59.0,32.0,53.0,24.0,18.0,78.0,1.4
0.81,23.0,71.0,48.0,23.0,60.0,29.0,45.0,17.0,20.0,12.0,1.4
0.9,15.0,65.0,50.0,41.0,73.0,39.0,37.0,13.0,22.0,210.0,1.5
0.81,5.0,43.0,38.0,73.0,75.0,36.0,27.0,7.0,25.0,335.0,2.2
0.41,2.0,20.0,19.0,83.0,71.0,33.0,18.0,3.0,27.0,22.0,3.1
0.47,3.0,26.0,23.0,85.0,38.0,9.0,16.0,3.0,29.0,356.0,3.0
0.41,2.0,20.0,18.0,89.0,53.0,14.0,14.0,2.0,30.0,3.0,2.8
0.48,2.0,22.0,20.0,90.0,59.0,16.0,13.0,2.0,31.0,340.0,3.5
0.45,3.0,24.0,21.0,69.0,115.0,19.0,11.0,1.0,31.0,4.0,3.4
0.43,5.0,29.0,24.0,59.0,73.0,20.0,10.0,1.0,31.0,8.0,4.6
0.4,2.0,26.0,24.0,56.0,66.0,15.0,12.0,1.0,29.0,12.0,4.8
0.45,4.0,38.0,34.0,41.0,84.0,15.0,16.0,1.0,27.0,32.0,4.2
0.67,4.0,35.0,32.0,35.0,63.0,10.0,16.0,1.0,25.0,344.0,3.3
0.55,3.0,31.0,28.0,36.0,56.0,14.0,17.0,1.0,24.0,313.0,3.4
0.47,2.0,32.0,29.0,34.0,50.0,14.0,16.0,1.0,23.0,298.0,3.2
0.6,2.0,38.0,36.0,20.0,52.0,18.0,31.0,12.0,23.0,320.0,1.3
0.47,2.0,30.0,28.0,26.0,40.0,12.0,33.0,14.0,21.0,307.0,3.4
0.5,3.0,38.0,35.0,17.0,47.0,22.0,38.0,24.0,20.0,309.0,2.1
0.54,3.0,39.0,36.0,15.0,47.0,23.0,39.0,18.0,19.0,320.0,1.0
0.56,5.0,46.0,41.0,9.0,31.0,12.0,39.0,13.0,18.0,86.0,1.0
0.54,10.0,46.0,36.0,9.0,36.0,17.0,49.0,24.0,17.0,80.0,1.3
0.66,24.0,68.0,44.0,3.0,46.0,26.0,53.0,33.0,16.0,86.0,1.4
0.77,40.0,87.0,47.0,2.0,58.0,32.0,47.0,25.0,16.0,112.0,1.3
0.71,42.0,86.0,45.0,7.0,58.0,27.0,49.0,27.0,17.0,95.0,1.4
0.85,25.0,71.0,46.0,18.0,65.0,37.0,43.0,21.0,18.0,91.0,1.2
0.81,15.0,60.0,45.0,33.0,55.0,29.0,34.0,16.0,21.0,88.0,1.4
0.72,8.0,47.0,40.0,55.0,62.0,35.0,28.0,10.0,24.0,19.0,1.3
0.73,3.0,34.0,31.0,86.0,57.0,31.0,22.0,7.0,26.0,284.0,2.1
0.54,1.0,22.0,21.0,105.0,59.0,33.0,14.0,5.0,28.0,344.0,2.3
0.46,1.0,22.0,21.0,114.0,51.0,25.0,10.0,5.0,30.0,27.0,2.3
0.34,0.0,11.0,11.0,111.0,55.0,29.0,7.0,4.0,30.0,58.0,2.5
0.35,0.0,14.0,13.0,112.0,40.0,18.0,7.0,3.0,31.0,87.0,2.2
0.46,1.0,22.0,21.0,111.0,40.0,17.0,6.0,2.0,32.0,326.0,2.7
0.36,0.0,19.0,19.0,110.0,45.0,20.0,6.0,2.0,32.0,65.0,1.9
0.39,2.0,29.0,27.0,66.0,43.0,19.0,11.0,2.0,30.0,20.0,4.0
0.48,5.0,37.0,32.0,48.0,46.0,10.0,22.0,1.0,28.0,46.0,4.1
0.6,9.0,59.0,50.0,36.0,71.0,17.0,23.0,2.0,26.0,40.0,2.9
0.67,1.0,33.0,32.0,34.0,65.0,20.0,24.0,1.0,25.0,355.0,1.9
0.65,3.0,36.0,33.0,22.0,50.0,16.0,30.0,3.0,24.0,306.0,2.2
0.85,12.0,64.0,52.0,4.0,42.0,19.0,29.0,7.0,22.0,111.0,1.3
0.74,26.0,74.0,48.0,3.0,44.0,18.0,33.0,9.0,21.0,101.0,1.3
0.67,11.0,58.0,46.0,2.0,51.0,21.0,41.0,23.0,20.0,47.0,0.9
0.69,13.0,56.0,43.0,3.0,38.0,11.0,43.0,29.0,20.0,76.0,0.9
0.67,2.0,45.0,42.0,8.0,51.0,27.0,40.0,10.0,19.0,139.0,0.8
1.1,38.0,85.0,47.0,3.0,51.0,29.0,40.0,4.0,19.0,203.0,1.2
1.35,38.0,84.0,46.0,2.0,49.0,22.0,42.0,3.0,19.0,181.0,1.3
1.53,44.0,94.0,50.0,5.0,55.0,27.0,39.0,3.0,20.0,170.0,0.8
1.64,60.0,130.0,69.0,9.0,81.0,48.0,36.0,3.0,21.0,337.0,1.3
1.45,25.0,94.0,70.0,28.0,74.0,39.0,32.0,3.0,23.0,322.0,1.3
1.45,12.0,83.0,71.0,57.0,73.0,39.0,27.0,3.0,25.0,266.0,1.4
1.12,4.0,55.0,51.0,95.0,82.0,50.0,21.0,3.0,28.0,295.0,1.7
0.8,2.0,36.0,33.0,106.0,70.0,37.0,15.0,3.0,30.0,346.0,1.9
0.64,1.0,26.0,25.0,120.0,61.0,29.0,9.0,2.0,32.0,157.0,2.5
0.54,0.0,20.0,20.0,118.0,54.0,26.0,9.0,2.0,33.0,130.0,2.2
0.57,2.0,24.0,21.0,66.0,47.0,19.0,11.0,5.0,32.0,169.0,4.5
0.68,3.0,33.0,30.0,56.0,86.0,29.0,14.0,7.0,30.0,177.0,4.5
0.58,1.0,24.0,23.0,64.0,67.0,24.0,17.0,2.0,29.0,166.0,4.8
0.77,1.0,30.0,29.0,50.0,73.0,25.0,20.0,1.0,27.0,173.0,2.8
0.93,3.0,43.0,40.0,32.0,54.0,22.0,19.0,2.0,27.0,169.0,1.7
0.94,7.0,48.0,41.0,25.0,48.0,20.0,17.0,2.0,26.0,246.0,2.1
0.58,3.0,31.0,28.0,40.0,46.0,23.0,26.0,3.0,26.0,301.0,2.4
0.48,1.0,26.0,25.0,43.0,50.0,17.0,36.0,7.0,24.0,298.0,3.0
0.77,5.0,40.0,35.67358384744812,37.599162011173185,46.0,23.0,28.0,2.0,23.0,180.0,1.5
0.77,5.0,40.0,35.67358384744812,37.599162011173185,53.0,26.0,31.0,2.0,22.0,172.0,1.4
0.77,5.0,40.0,35.67358384744812,37.599162011173185,61.0,33.0,32.0,2.0,22.0,184.0,1.3
0.87,4.0,44.0,40.0,12.0,58.0,30.0,34.0,2.0,21.0,191.0,1.2
0.76,5.0,44.0,40.0,12.0,57.0,38.0,36.0,1.0,20.0,181.0,1.4
1.01,19.0,62.0,43.0,8.0,51.0,21.0,36.0,2.0,20.0,206.0,1.4
1.74,42.0,91.0,49.0,3.0,53.0,32.0,37.0,2.0,19.0,186.0,0.7
1.5,66.0,140.0,74.0,8.0,59.0,27.0,30.0,4.0,23.0,96.0,1.1
1.16,25.0,93.0,68.0,27.0,64.0,31.0,25.0,3.0,24.0,87.0,1.2
0.81,12.0,59.0,47.0,46.0,62.0,36.0,20.0,2.0,27.0,49.0,1.7
0.49,6.0,35.0,29.0,55.0,47.0,26.0,14.0,2.0,29.0,45.0,1.9
0.32,4.0,21.0,17.0,50.0,37.0,20.0,6.0,1.0,31.0,98.0,2.1
0.31,3.0,18.0,15.0,59.0,24.0,9.0,4.0,2.0,32.0,70.0,2.3
0.39,2.0,21.0,19.0,84.0,26.0,13.0,6.0,3.0,32.0,94.0,2.1
0.4,1.0,19.0,18.0,97.0,34.0,16.0,7.0,4.0,33.0,90.0,2.6
0.43,0.0,13.0,13.0,110.0,46.0,19.0,7.0,4.0,33.0,132.0,2.2
0.7,2.0,27.0,26.0,82.0,50.0,16.0,12.0,2.0,32.0,177.0,3.3
0.82,1.0,26.0,26.0,70.0,73.0,31.0,18.0,3.0,30.0,169.0,4.1
0.9,3.0,38.0,34.0,49.0,87.0,48.0,17.0,3.0,29.0,237.0,2.3
0.53,2.0,24.0,22.0,50.0,64.0,30.0,22.0,3.0,28.0,301.0,4.6
0.55,3.0,29.0,26.0,41.0,87.0,22.0,29.0,4.0,26.0,305.0,5.7
0.55,2.0,25.0,23.0,45.0,89.0,20.0,35.0,5.0,24.0,319.0,4.5
0.55,1.0,24.0,23.0,37.0,63.0,26.0,43.0,5.0,23.0,289.0,3.1
0.41,0.0,16.0,15.0,53.0,37.0,19.0,36.0,8.0,23.0,292.0,2.2
0.47,0.0,22.0,22.0,44.0,26.0,16.0,37.0,5.0,23.0,289.0,0.5
0.58,3.0,36.0,34.0,26.0,31.0,17.0,39.0,4.0,22.0,171.0,0.6
0.77,4.0,56.0,52.0,7.0,33.0,18.0,40.0,4.0,21.0,154.0,0.7
0.75,4.0,47.0,43.0,9.0,33.0,14.0,41.0,4.0,21.0,186.0,1.1
1.12,24.0,70.0,46.0,4.0,51.0,26.0,42.0,4.0,20.0,189.0,1.3
1.15,19.0,63.0,43.0,4.0,71.0,38.0,41.0,3.0,20.0,180.0,0.9
1.59,51.0,105.0,54.0,5.0,61.0,29.0,38.0,4.0,21.0,308.0,1.3
1.3,57.0,122.0,64.0,10.0,78.0,39.0,36.0,9.0,22.0,315.0,2.1
0.82,12.0,57.0,46.0,41.0,79.0,38.0,31.0,6.0,25.0,353.0,1.4
0.91,8.0,62.0,54.0,65.0,51.0,24.0,27.0,5.0,26.0,102.0,2.2
0.79,3.0,44.0,41.0,94.0,79.0,44.0,23.0,5.0,28.0,32.0,2.1
0.75,2.0,33.0,31.0,105.0,80.0,44.0,18.0,5.0,30.0,227.0,1.9
0.56,0.0,21.0,21.0,121.0,53.0,28.0,14.0,5.0,31.0,140.0,2.3
0.48,0.0,15.0,15.0,112.0,57.0,32.0,12.0,5.0,31.0,115.0,2.6
0.84,3.0,38.0,35.0,94.0,56.0,27.0,13.0,6.0,31.0,231.0,3.7
0.59,1.0,23.0,22.0,90.0,71.0,30.0,12.0,6.0,32.0,162.0,2.8
0.53,0.0,18.0,18.0,77.0,51.0,21.0,15.0,6.0,31.0,127.0,3.7
0.73,1.0,27.0,26.0,61.0,83.0,24.0,18.0,4.0,30.0,171.0,4.1
0.78,1.0,31.0,30.0,54.0,64.0,25.0,19.0,2.0,28.0,169.0,3.7
0.76,4.0,36.0,31.0,39.0,58.0,28.0,21.0,2.0,28.0,240.0,3.4
0.62,3.0,27.0,24.0,35.0,64.0,27.0,28.0,2.0,26.0,314.0,4.9
0.64,2.0,26.0,24.0,33.0,105.0,30.0,36.0,3.0,24.0,312.0,3.7
0.67,1.0,33.0,31.0,32.0,51.0,23.0,39.0,2.0,23.0,286.0,3.1
0.51,1.0,19.0,18.0,43.0,47.0,23.0,41.0,5.0,23.0,302.0,1.8
0.67,2.0,33.0,32.0,21.0,39.0,23.0,44.0,5.0,22.0,325.0,0.7
0.74,3.0,47.0,44.0,11.0,50.0,29.0,45.0,4.0,22.0,158.0,1.4
0.66,1.0,33.0,32.0,16.0,47.0,26.0,45.0,3.0,21.0,201.0,1.1
0.81,8.0,44.0,36.0,9.0,60.0,39.0,45.0,4.0,21.0,223.0,1.1
1.04,23.0,65.0,42.0,3.0,54.0,30.0,47.0,4.0,20.0,264.0,0.8
1.36,60.0,110.0,50.0,2.0,63.0,38.0,44.0,4.0,20.0,320.0,1.2
1.27,112.0,163.0,51.0,3.0,71.0,41.0,43.0,6.0,20.0,97.0,1.4
1.33,51.0,112.0,61.0,9.0,78.0,37.0,40.0,5.0,22.0,113.0,1.7
0.96,15.0,62.0,47.0,33.0,88.0,42.0,36.0,4.0,24.0,95.0,1.9
0.7,6.0,41.0,35.0,57.0,84.0,40.0,30.0,4.0,26.0,8.0,1.7
0.56,2.0,25.0,23.0,71.0,60.0,32.0,22.0,3.0,28.0,36.0,1.9
0.45,1.0,17.0,16.0,81.0,46.0,25.0,16.0,5.0,30.0,97.0,2.2
0.48,1.0,22.0,21.0,87.0,38.0,19.0,14.0,4.0,30.0,67.0,2.2
0.67,3.0,30.0,27.0,78.0,23.0,7.0,14.0,7.0,30.0,199.0,3.1
0.63,3.0,26.0,24.0,67.0,42.0,19.0,17.0,8.0,29.0,175.0,4.3
0.81,5.0,38.0,33.0,69.0,118.0,30.0,19.0,6.0,29.0,256.0,4.1
0.65,3.0,31.0,29.0,62.0,57.0,32.0,22.0,3.0,28.0,77.0,3.4
0.66,0.0,27.0,26.0,48.0,51.0,25.0,24.0,2.0,27.0,113.0,2.4
1.02,5.0,46.0,42.0,31.0,51.0,23.0,25.0,2.0,27.0,209.0,1.1
1.01,3.0,57.0,54.0,20.0,61.0,25.0,29.0,2.0,26.0,45.0,1.7
0.63,2.0,34.0,33.0,37.0,75.0,28.0,35.0,2.0,24.0,20.0,3.1
0.65,2.0,31.0,29.0,37.0,64.0,24.0,34.0,1.0,24.0,334.0,2.5
0.85,3.0,47.0,44.0,19.0,35.0,27.0,66.0,1.0,18.0,353.0,2.2
0.62,2.0,32.0,31.0,31.0,54.0,27.0,39.0,2.0,23.0,288.0,2.2
0.59,2.0,41.0,39.0,23.0,49.0,28.0,40.0,6.0,22.0,303.0,1.4
0.63,2.0,43.0,41.0,20.0,51.0,30.0,41.0,17.0,22.0,298.0,1.2
0.74,4.0,55.0,51.0,9.0,53.0,32.0,43.0,11.0,21.0,105.0,0.9
1.06,21.0,76.0,56.0,1.0,58.0,32.0,46.0,4.0,20.0,156.0,0.9
1.24,34.0,85.0,51.0,2.0,61.0,32.0,47.0,3.0,20.0,188.0,1.0
1.32,28.0,77.0,49.0,2.0,72.0,41.0,46.0,2.0,20.0,167.0,0.7
1.53,77.0,131.0,54.0,3.0,74.0,42.0,46.0,5.0,20.0,117.0,1.0
1.14,37.0,92.0,55.0,10.0,87.0,47.0,46.0,11.0,21.0,273.0,2.0
1.08,22.0,76.0,54.0,28.0,80.0,45.0,42.0,12.0,23.0,256.0,1.5
0.94,8.0,57.0,49.0,58.0,78.0,46.0,35.0,12.0,25.0,111.0,1.3
0.95,4.0,53.0,49.0,91.0,66.0,40.0,29.0,9.0,27.0,95.0,1.8
0.89,3.0,41.0,38.0,107.0,79.0,50.0,23.0,6.0,28.0,345.0,1.7
0.89,1.0,34.0,33.0,138.0,76.0,49.0,21.0,7.0,29.0,181.0,2.4
0.69,1.0,26.0,25.0,92.0,74.0,49.0,22.0,10.0,29.0,156.0,4.0
1.09,6.0,48.0,42.0,51.0,72.0,36.0,25.0,10.0,28.0,211.0,3.4
1.29,5.0,63.0,58.0,63.0,71.0,41.0,29.0,11.0,27.0,249.0,3.2
1.3,5.0,60.0,55.0,56.0,70.0,44.0,41.0,6.0,24.0,305.0,4.0
0.94,5.0,49.0,43.0,50.0,76.0,45.0,53.0,4.0,21.0,353.0,2.7
0.95,5.0,50.0,45.0,35.0,57.0,35.0,58.0,2.0,20.0,7.0,2.3
0.79,5.0,44.0,39.0,25.0,34.0,27.0,61.0,2.0,19.0,88.0,1.3
0.89,4.0,42.0,39.0,20.0,33.0,25.0,54.0,1.0,19.0,212.0,1.6
1.01,9.0,66.0,57.0,7.0,33.0,24.0,68.0,2.0,19.0,320.0,2.8
0.95,3.0,51.0,48.0,14.0,53.0,43.0,67.0,3.0,19.0,321.0,1.2
0.9,1.0,38.0,37.0,22.0,62.0,55.0,65.0,2.0,19.0,152.0,0.9
1.04,9.0,61.0,52.0,4.0,60.0,54.0,70.0,2.0,19.0,23.0,1.3
1.08,13.0,60.0,47.0,0.0,55.0,46.0,82.0,2.0,17.0,121.0,1.9
1.02,10.0,57.0,46.0,3.0,51.0,42.0,75.0,1.0,17.0,169.0,1.9
1.37,36.0,83.0,47.0,1.0,48.0,38.0,72.0,2.0,18.0,172.0,0.8
1.38,45.0,97.0,52.0,4.0,55.0,43.0,66.0,2.0,19.0,135.0,0.8
1.43,53.0,121.0,68.0,8.0,59.0,43.0,62.0,3.0,20.0,73.0,2.1
1.0,28.0,83.0,55.0,23.0,78.0,59.0,58.0,3.0,21.0,94.0,2.3
0.77,8.0,45.0,37.0,52.0,70.0,56.0,42.0,2.0,24.0,72.0,1.9
0.57,2.0,22.0,20.0,80.0,56.0,42.0,32.0,2.0,26.0,26.0,2.3
0.61,1.0,22.0,21.0,105.0,51.0,34.0,29.0,2.0,27.0,41.0,2.8
0.63,1.0,25.0,24.0,104.0,61.0,41.0,26.0,2.0,28.0,14.0,2.2
0.56,2.0,22.0,20.0,78.0,50.0,32.0,24.0,1.0,27.0,336.0,3.1
0.68,3.0,31.0,29.0,73.0,42.0,30.0,25.0,1.0,27.0,174.0,2.5
0.94,3.0,40.0,37.0,69.0,34.0,21.0,36.0,1.0,24.0,211.0,5.1
1.31,9.0,62.0,53.0,33.0,52.0,32.0,39.0,1.0,24.0,213.0,3.0
1.01,7.0,55.0,48.0,34.0,47.0,31.0,42.0,2.0,23.0,312.0,2.8
0.78,2.0,43.0,40.0,32.0,49.0,33.0,57.0,1.0,20.0,13.0,2.8
0.93,4.0,49.0,45.0,19.0,43.0,26.0,55.0,1.0,20.0,6.0,1.7
0.86,5.0,48.0,43.0,19.0,34.0,19.0,55.0,1.0,20.0,312.0,3.5
0.72,4.0,34.0,31.0,29.0,46.0,27.0,51.0,1.0,20.0,316.0,1.7
0.58,5.0,40.0,35.67358384744812,37.599162011173185,37.0,24.0,66.0,2.0,18.0,312.0,4.0
0.81,2.0,39.0,38.0,19.0,43.0,32.0,53.0,1.0,19.0,159.0,0.8
0.99,5.0,52.0,47.0,7.0,8.0,28.13929539295393,56.0,1.0,19.0,115.0,0.7
1.2,20.0,75.0,54.0,1.0,22.0,12.0,57.0,1.0,19.0,188.0,0.2
1.32,25.0,76.0,52.0,1.0,34.0,25.0,57.0,1.0,18.0,174.0,0.8
1.06,8.0,54.0,46.0,3.0,44.0,33.0,58.0,1.0,18.0,176.0,0.9
1.35,36.0,81.0,45.0,2.0,42.0,32.0,61.0,1.0,17.0,219.0,0.5
1.28,43.0,86.0,43.0,2.0,50.0,37.0,62.0,1.0,17.0,341.0,1.1
1.19,36.0,83.0,47.0,6.0,42.0,31.0,59.0,2.0,18.0,82.0,0.7
1.43,59.0,125.0,66.0,10.0,50.0,35.0,57.0,4.0,19.0,97.0,1.5
1.26,24.0,93.0,69.0,30.0,69.0,49.0,46.0,3.0,22.0,56.0,1.1
0.96,7.0,52.0,45.0,60.0,76.0,56.0,31.0,3.0,24.0,312.0,2.5
0.63,3.0,23.0,20.0,70.0,57.0,40.0,21.0,1.0,26.0,322.0,3.7
0.48,2.0,19.0,17.0,73.0,46.0,30.0,20.0,3.0,27.0,335.0,3.7
0.42,2.0,16.0,14.0,74.0,31.0,15.0,17.0,7.0,28.0,325.0,3.2
0.43,1.0,16.0,15.0,81.0,31.0,17.0,22.0,4.0,28.0,10.0,4.0
0.38,1.0,16.0,15.0,76.0,32.0,17.0,25.0,2.0,27.0,27.0,3.7
0.38,1.0,19.0,17.0,72.0,42.0,25.0,24.0,1.0,27.0,32.0,2.7
0.63,3.0,33.0,30.0,54.0,36.0,22.0,31.0,1.0,26.0,354.0,3.4
0.54,1.0,19.0,17.0,42.0,39.0,20.0,73.0,1.0,18.0,20.0,4.2
0.67,1.0,25.0,24.0,35.0,22.0,15.0,65.0,1.0,19.0,11.0,3.1
0.73,2.0,31.0,29.0,28.0,22.0,18.0,61.0,1.0,19.0,1.0,1.9
0.75,4.0,33.0,29.0,24.0,26.0,18.0,60.0,1.0,19.0,306.0,1.6
0.75,4.0,38.0,33.0,12.0,29.0,21.0,64.0,1.0,19.0,302.0,3.1
0.97,8.0,62.0,55.0,4.0,23.0,12.0,60.0,1.0,19.0,337.0,1.9
0.77,5.0,40.0,35.67358384744812,37.599162011173185,30.0,22.0,69.0,2.0,18.0,314.0,3.0
0.77,5.0,40.0,35.67358384744812,37.599162011173185,27.0,19.0,70.0,2.0,17.0,313.0,2.3
0.77,5.0,40.0,35.67358384744812,37.599162011173185,24.0,19.0,69.0,2.0,17.0,283.0,2.1
0.46,1.0,17.0,16.0,20.0,28.0,22.0,70.0,5.0,17.0,306.0,1.5
0.55,4.0,32.0,27.0,8.0,33.0,29.0,73.0,3.0,16.0,332.0,1.7
0.66,18.0,49.0,31.0,4.0,24.0,17.0,75.0,2.0,16.0,19.0,1.1
0.93,47.0,80.0,33.0,1.0,27.0,19.0,76.0,2.0,16.0,89.0,0.6
1.06,65.0,102.0,37.0,2.0,27.0,20.0,73.0,3.0,17.0,48.0,0.8
1.03,39.0,79.0,40.0,7.0,48.0,34.0,66.0,4.0,18.0,359.0,1.3
1.03,29.0,72.0,43.0,17.0,54.0,37.0,58.0,3.0,20.0,340.0,1.7
0.88,13.0,53.0,40.0,38.0,46.0,31.0,52.0,2.0,21.0,27.0,2.1
0.82,6.0,41.0,35.0,63.0,56.0,39.0,45.0,2.0,23.0,80.0,2.1
0.6,3.0,28.0,24.0,75.0,61.0,41.0,35.0,2.0,25.0,58.0,2.1
0.74,2.0,25.0,23.0,83.0,56.0,40.0,38.0,2.0,25.0,170.0,4.0
0.74,3.0,26.0,24.0,73.0,58.0,38.0,32.0,1.0,25.0,177.0,4.3
0.88,5.0,35.0,30.0,51.0,50.0,32.0,42.0,1.0,23.0,225.0,5.1
0.82,4.0,39.0,35.0,54.0,39.0,23.0,63.0,1.0,19.0,90.0,2.6
0.86,4.0,37.0,33.0,54.0,35.0,30.0,53.0,1.0,20.0,183.0,3.8
0.63,2.0,29.0,27.0,45.0,41.0,31.0,53.0,1.0,20.0,110.0,3.0
0.77,5.0,38.0,33.0,35.0,26.0,20.0,51.0,1.0,20.0,105.0,2.7
0.89,5.0,54.0,49.0,19.0,25.0,17.0,54.0,1.0,19.0,28.0,1.7
0.82,2.0,40.0,37.0,25.0,30.0,20.0,56.0,1.0,19.0,341.0,0.7
0.85,2.0,36.0,34.0,26.0,28.0,18.0,54.0,1.0,19.0,317.0,1.2
0.71,7.0,48.0,41.0,20.0,32.0,18.0,30.0,1.0,22.0,344.0,1.1
0.54,10.0,52.0,41.0,14.0,38.0,20.0,66.0,1.0,17.0,78.0,2.3
0.5,3.0,37.0,34.0,25.0,29.0,22.0,65.0,1.0,17.0,143.0,1.1
0.62,1.0,31.0,31.0,20.0,36.0,32.0,65.0,0.0,17.0,218.0,0.8
0.82,2.0,39.0,37.0,9.0,27.0,21.0,69.0,1.0,17.0,156.0,0.9
0.97,12.0,55.0,44.0,2.0,40.0,35.0,72.0,1.0,16.0,167.0,1.3
1.11,28.0,65.0,37.0,1.0,44.0,37.0,74.0,1.0,16.0,163.0,1.3
1.58,62.0,100.0,38.0,1.0,36.0,29.0,72.0,2.0,16.0,170.0,1.0
1.74,65.0,111.0,45.0,3.0,47.0,36.0,68.0,2.0,17.0,157.0,1.2
1.42,34.0,90.0,56.0,12.0,58.0,42.0,59.0,2.0,19.0,44.0,0.8
1.39,25.0,86.0,61.0,28.0,55.0,41.0,49.0,2.0,21.0,113.0,1.3
1.05,9.0,53.0,44.0,54.0,62.0,47.0,38.0,2.0,23.0,95.0,1.7
0.87,5.0,43.0,38.0,76.0,60.0,43.0,33.0,2.0,24.0,23.0,2.5
0.84,2.0,33.0,32.0,113.0,47.0,35.0,30.0,2.0,26.0,30.0,2.8
0.84,2.0,32.0,30.0,87.0,59.0,42.0,32.0,2.0,25.0,266.0,3.4
0.68,3.0,25.0,22.0,71.0,54.0,38.0,37.0,1.0,22.0,302.0,5.7
