CO,NO,NOX,NO2,O3,PM10,PM25,RH,SO2,TMP,WDR,WSP
0.6,1.0,41.0,39.0,10.0,37.0,21.0,37.0,2.0,17.0,176.0,1.1
0.6,2.0,36.0,35.0,10.0,51.0,32.0,39.0,2.0,17.0,189.0,1.0
0.6,2.0,41.0,39.0,6.0,53.0,33.0,41.0,2.0,16.0,263.0,0.9
0.6,23.0,63.0,41.0,5.0,57.0,33.0,43.0,3.0,15.0,337.0,0.9
0.6,8.0,38.0,30.0,11.0,64.0,39.0,45.0,2.0,14.0,208.0,1.1
0.6,1.0,28.0,27.0,13.0,54.0,31.0,44.0,2.0,14.0,188.0,1.3
0.6,7.0,39.0,32.0,5.0,57.0,41.0,48.0,2.0,13.0,208.0,1.3
0.6,16.0,49.0,33.0,8.0,61.0,40.0,48.0,2.0,14.0,235.0,1.0
0.6,11.0,42.0,31.0,20.0,65.0,39.0,43.0,2.0,16.0,72.0,1.1
0.6,7.0,34.0,27.0,37.0,72.0,43.0,33.0,2.0,18.0,128.0,1.1
0.6,4.0,25.0,21.0,52.0,66.0,40.0,25.0,3.0,21.0,62.0,1.3
0.6,5.0,30.0,25.0,53.0,52.0,34.0,19.0,4.0,22.0,353.0,1.6
0.6,2.0,20.0,17.0,68.0,46.0,32.0,16.0,10.0,24.0,34.0,1.6
0.6,1.0,13.0,12.0,74.0,48.0,32.0,14.0,13.0,25.0,287.0,1.5
0.6,1.0,11.0,10.0,84.0,50.0,33.0,12.0,10.0,26.0,209.0,1.7
0.6,1.0,11.0,10.0,86.0,58.0,37.0,12.0,8.0,26.0,238.0,1.6
0.6,1.0,11.0,10.0,80.0,60.0,39.0,14.0,8.0,27.0,129.0,2.0
0.6,1.0,10.0,9.0,59.0,77.0,41.0,22.0,9.0,25.0,163.0,2.7
0.6,1.0,12.0,12.0,60.0,87.0,39.0,24.0,8.0,23.0,207.0,2.5
0.6,1.0,16.0,15.0,53.0,78.0,43.0,25.0,9.0,22.0,212.0,2.3
0.6,1.0,15.0,15.0,49.0,75.0,46.0,27.0,7.0,21.0,176.0,2.1
0.6,1.0,18.0,18.0,47.0,71.0,46.0,27.0,7.0,21.0,229.0,1.4
0.6,1.0,29.0,28.0,33.0,69.0,49.0,27.0,7.0,20.0,239.0,1.2
0.6,8.0,55.0,47.0,8.0,54.0,32.0,32.0,3.0,20.0,32.0,1.2
0.6,1.0,36.0,36.0,20.0,68.0,45.0,32.0,4.0,19.0,218.0,1.1
0.6,1.0,43.0,42.0,12.0,74.0,48.0,35.0,4.0,18.0,202.0,1.1
0.6,1.0,36.0,35.0,15.0,84.0,56.0,36.0,5.0,17.0,203.0,1.3
0.6,1.0,29.0,28.0,17.0,104.0,68.0,38.0,4.0,16.0,214.0,1.0
0.6,1.0,28.0,27.0,14.0,84.0,57.0,41.0,4.0,16.0,189.0,1.3
0.6,2.0,33.0,31.0,11.0,78.0,51.0,44.0,3.0,15.0,191.0,1.3
0.6,2.0,32.0,30.0,10.0,82.0,55.0,44.0,3.0,15.0,177.0,1.2
0.6,10.0,45.0,35.0,10.0,80.0,54.0,44.0,3.0,15.0,198.0,1.1
0.6,9.0,43.0,34.0,24.0,84.0,55.0,39.0,3.0,17.0,195.0,1.0
0.6,3.0,26.0,23.0,48.0,91.0,57.0,31.0,4.0,19.0,88.0,1.1
0.6,3.0,22.0,19.0,56.0,81.0,57.0,24.0,3.0,21.0,80.0,1.4
0.6,2.0,15.0,14.0,64.0,59.0,40.0,21.0,3.0,23.0,343.0,1.4
0.6,1.0,12.0,11.0,70.0,48.0,33.0,18.0,4.0,24.0,83.0,1.7
0.6,1.0,9.0,8.0,74.0,45.0,30.0,15.0,11.0,26.0,94.0,1.6
0.6,1.0,8.0,8.0,69.0,51.0,34.0,14.0,13.0,26.0,220.0,1.7
0.6,1.0,8.0,8.0,67.0,50.0,33.0,15.0,10.0,27.0,175.0,1.9
0.6,1.0,9.0,8.0,60.0,59.0,33.0,21.0,4.0,26.0,209.0,2.1
0.6,1.0,10.0,9.0,54.0,74.0,43.0,23.0,3.0,25.0,207.0,2.5
0.6,1.0,12.0,11.0,47.0,75.0,47.0,23.0,3.0,24.0,205.5,2.4
0.6,1.0,13.0,13.0,42.0,61.0,34.0,26.0,3.0,23.0,204.0,1.9
0.6,1.0,16.0,16.0,35.0,53.0,34.0,28.0,2.0,22.0,213.0,1.6
0.6,1.0,23.0,22.0,29.0,50.0,32.0,30.0,2.0,21.0,198.0,1.4
0.6,1.0,23.0,22.0,26.0,48.0,31.0,30.0,2.0,21.0,165.0,1.1
0.6,17.0,55.0,38.0,44.00657894736842,91.0,71.0,29.0,3.0,19.0,105.0,1.1
0.6,5.0,54.0,49.0,6.0,60.0,35.0,34.0,3.0,19.0,178.0,0.9
0.6,2.0,37.0,35.0,10.0,57.0,36.0,36.0,3.0,19.0,216.0,1.1
0.6,1.0,26.0,25.0,15.0,48.0,31.0,39.0,2.0,17.0,192.0,1.2
0.6,1.0,22.0,21.0,16.0,52.0,33.0,39.0,2.0,17.0,237.0,1.1
0.6,1.0,26.0,25.0,13.0,43.0,27.0,40.0,2.0,16.0,195.0,1.4
0.6,2.0,32.0,30.0,9.0,40.0,26.0,41.0,2.0,15.0,208.0,1.3
0.6,21.0,58.0,37.0,3.0,34.0,20.0,42.0,2.0,15.0,195.0,1.3
0.6,25.0,59.0,34.0,7.0,45.0,25.0,37.0,2.0,16.0,175.0,1.4
0.6,15.0,46.0,30.0,18.0,55.0,25.0,35.0,2.0,18.0,173.0,1.4
0.6,6.0,27.0,21.0,34.0,59.0,24.0,28.0,2.0,20.0,148.0,1.3
0.6,2.0,16.0,13.0,46.0,69.0,27.0,19.0,2.0,23.0,118.0,1.5
0.6,2.0,11.0,9.0,50.0,43.0,20.0,16.0,2.0,25.0,73.0,1.6
0.6,2.0,11.0,9.0,44.00657894736842,39.0,20.0,15.0,2.0,26.0,290.0,1.7
0.6,1.0,9.0,8.0,44.00657894736842,44.0,17.0,13.0,2.0,27.0,197.0,2.2
0.6,1.0,11.0,9.0,44.00657894736842,53.0,22.0,16.0,2.0,27.0,221.0,2.7
0.6,1.0,10.0,9.0,44.00657894736842,72.0,24.0,19.0,3.0,27.0,205.0,3.1
0.6,1.0,11.0,10.0,44.00657894736842,82.0,29.0,20.0,3.0,26.0,213.0,3.3
0.6,1.0,11.0,10.0,44.00657894736842,88.0,32.0,22.0,3.0,25.0,216.0,3.3
0.6,1.0,14.0,13.0,44.00657894736842,89.0,28.0,22.0,2.0,24.0,209.0,2.8
0.6,1.0,17.0,16.0,44.00657894736842,55.0,23.0,24.0,2.0,23.0,234.0,2.2
0.6,3.0,21.0,18.0,44.00657894736842,42.0,20.0,26.0,2.0,22.0,277.0,2.5
0.6,1.0,26.0,25.0,44.00657894736842,51.0,16.0,29.0,3.0,21.0,226.0,1.3
0.6,8.0,47.0,39.0,44.00657894736842,51.0,27.0,28.0,4.0,20.0,272.0,1.0
0.6,2.0,26.0,26.44950213371266,44.00657894736842,52.0,30.0,32.0,3.0,19.0,188.0,1.3
0.6,5.0,29.0,24.0,44.00657894736842,65.0,45.0,28.0,2.0,19.0,192.0,1.3
0.6,2.0,26.0,24.0,44.00657894736842,37.0,22.0,30.0,2.0,18.0,126.0,1.1
0.6,17.0,55.0,38.0,44.00657894736842,35.0,19.0,35.0,3.0,17.0,296.0,1.1
0.6,4.0,31.0,27.0,44.00657894736842,46.0,21.0,39.0,2.0,16.0,236.0,1.3
0.6,3.0,29.0,25.0,44.00657894736842,37.0,18.0,42.0,2.0,15.0,167.0,1.2
0.6,11.0,42.0,30.0,44.00657894736842,44.0,25.0,39.0,2.0,15.0,184.0,1.3
0.6,54.0,89.0,35.0,44.00657894736842,40.0,23.0,38.0,3.0,15.0,239.0,1.2
0.6,34.0,68.0,34.0,44.00657894736842,43.0,19.0,45.0,3.0,15.0,201.0,1.5
0.6,19.0,50.0,31.0,44.00657894736842,60.0,27.0,35.0,3.0,17.0,184.0,1.4
0.6,10.0,36.0,26.0,44.00657894736842,59.0,28.0,26.0,2.0,20.0,150.0,1.3
0.6,2.0,14.0,12.0,44.00657894736842,63.0,30.0,18.0,2.0,23.0,126.0,1.5
0.6,2.0,26.0,26.44950213371266,44.00657894736842,61.0,22.0,12.0,3.0,25.0,200.0,1.7
0.6,2.0,26.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,9.0,3.0,27.0,115.0,1.9
0.6,2.0,26.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,10.0,3.0,27.0,100.0,2.9
0.6,2.0,26.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,13.0,3.0,28.0,107.0,3.0
0.6,2.0,26.0,26.44950213371266,44.00657894736842,53.0,26.905244601145878,18.0,3.0,27.0,209.0,3.1
0.34,1.0,14.0,12.0,44.00657894736842,124.0,34.0,20.0,3.0,26.0,204.0,3.1
0.6,1.0,14.0,12.0,44.00657894736842,113.0,31.0,23.0,3.0,25.0,203.0,2.8
0.6,1.0,15.0,14.0,44.00657894736842,78.0,25.0,24.0,2.0,24.0,210.0,2.8
0.6,1.0,21.0,19.0,44.00657894736842,56.0,22.0,26.0,3.0,23.0,208.0,2.1
0.6,1.0,22.0,21.0,44.00657894736842,44.0,23.0,27.0,2.0,22.0,220.0,1.6
0.6,2.0,30.0,28.0,44.00657894736842,36.0,19.0,31.0,2.0,21.0,188.0,1.4
0.6,3.0,33.0,30.0,44.00657894736842,47.0,24.0,31.0,2.0,20.0,192.0,1.6
0.51,2.0,26.0,26.44950213371266,44.00657894736842,24.0,15.0,30.0,3.0,19.0,175.0,1.3
0.6,2.0,26.0,26.44950213371266,44.00657894736842,45.0,21.0,31.0,3.0,18.0,192.0,1.1
0.6,2.0,26.0,26.44950213371266,44.00657894736842,45.0,18.0,32.0,3.0,18.0,237.0,1.2
0.6,2.0,26.0,26.44950213371266,44.00657894736842,37.0,19.0,36.0,3.0,17.0,202.0,1.5
0.46,2.0,28.0,26.0,44.00657894736842,35.0,20.0,34.0,2.0,16.0,205.0,1.4
0.44,3.0,28.0,25.0,44.00657894736842,31.0,19.0,37.0,2.0,15.0,200.0,1.4
0.61,13.0,41.0,28.0,44.00657894736842,39.0,24.0,40.0,3.0,14.0,198.0,1.2
1.17,53.0,84.0,31.0,44.00657894736842,33.0,17.0,42.0,3.0,14.0,219.0,1.1
1.19,52.0,84.0,32.0,44.00657894736842,45.0,20.0,41.0,4.0,15.0,218.0,1.2
0.87,23.0,53.0,30.0,44.00657894736842,49.0,20.0,33.0,3.0,17.0,199.0,1.3
0.71,10.0,37.0,27.0,44.00657894736842,49.0,22.0,27.0,3.0,20.0,118.0,1.3
0.49,5.0,24.0,19.0,44.00657894736842,62.0,24.0,21.0,2.0,23.0,50.0,1.3
0.6,2.0,26.0,26.44950213371266,44.00657894736842,38.0,16.0,19.0,3.0,25.0,178.0,1.8
0.6,2.0,26.0,26.44950213371266,44.00657894736842,38.0,11.0,19.0,3.0,26.0,206.0,2.5
0.6,2.0,26.0,26.44950213371266,44.00657894736842,55.0,12.0,21.0,3.0,27.0,200.0,3.3
0.6,2.0,26.0,26.44950213371266,44.00657894736842,132.0,18.0,23.0,3.0,26.0,59.0,3.4
0.28,2.0,11.0,9.0,44.00657894736842,80.0,18.0,24.0,3.0,26.0,185.0,3.3
0.27,2.0,10.0,8.0,44.00657894736842,68.0,18.0,25.0,3.0,25.0,138.0,3.5
0.27,2.0,10.0,8.0,44.00657894736842,74.0,15.0,26.0,3.0,25.0,180.0,3.2
0.34,2.0,12.0,10.0,44.00657894736842,58.0,15.0,28.0,3.0,24.0,200.0,2.8
0.46,2.0,16.0,14.0,44.00657894736842,37.0,10.0,28.0,3.0,23.0,219.0,2.5
0.53,2.0,13.0,11.0,44.00657894736842,29.0,12.0,26.0,3.0,22.0,231.0,2.5
0.51,3.0,22.0,19.0,44.00657894736842,38.0,23.0,28.0,2.0,21.0,303.0,1.6
0.48,3.0,22.0,19.0,44.00657894736842,24.0,13.0,30.0,2.0,20.0,273.0,1.3
0.93,30.0,62.0,32.0,2.0,24.0,7.0,31.0,3.0,18.0,48.0,1.1
0.6,2.0,26.0,26.44950213371266,44.00657894736842,16.0,7.0,34.0,3.0,18.0,358.0,1.1
0.6,2.0,26.0,26.44950213371266,44.00657894736842,28.0,12.0,43.0,3.0,17.0,10.0,1.3
0.6,2.0,26.0,26.44950213371266,44.00657894736842,44.0,22.0,60.0,3.0,14.0,72.0,1.8
0.28,2.0,24.0,22.0,16.0,60.0,26.0,68.0,5.0,12.0,36.0,1.9
0.32,2.0,29.0,27.0,11.0,51.0,20.0,71.0,5.0,12.0,35.0,1.4
0.46,10.0,46.0,36.0,3.0,51.0,21.0,72.0,5.0,12.0,33.0,1.1
0.91,39.0,77.0,37.0,2.0,49.0,20.0,72.0,6.0,12.0,12.0,1.2
1.03,52.0,88.0,35.0,6.0,55.0,20.0,70.0,8.0,12.0,22.0,1.6
0.9,33.0,66.0,33.0,13.0,56.0,19.0,63.0,9.0,15.0,44.0,1.4
0.57,13.0,36.0,23.0,29.0,72.0,28.0,48.0,5.0,17.0,40.0,1.4
0.51,7.0,29.0,22.0,46.0,43.0,16.0,39.0,4.0,19.0,338.0,1.4
0.37,3.0,19.0,15.0,65.0,37.0,14.0,32.0,3.0,21.0,312.0,1.7
0.36,3.0,19.0,16.0,79.0,36.0,14.0,29.0,3.0,22.0,19.0,1.6
0.31,1.0,14.0,12.0,88.0,33.0,15.0,24.0,3.0,24.0,108.0,1.8
0.33,1.0,14.0,13.0,80.0,33.0,14.0,26.0,3.0,24.0,34.0,1.7
0.32,1.0,10.0,9.0,68.0,47.0,16.0,30.0,3.0,24.0,25.0,2.5
0.27,3.0,13.0,10.0,42.0,93.0,20.0,23.0,3.0,25.0,34.0,2.4
0.24,2.0,10.0,8.0,35.0,72.0,17.0,25.0,3.0,24.0,82.0,2.9
0.3,2.0,12.0,10.0,30.0,51.0,11.0,27.0,2.0,23.0,123.0,2.7
0.38,2.0,17.0,15.0,21.0,40.0,10.0,27.0,2.0,21.0,205.0,2.5
0.41,3.0,19.0,16.0,16.0,27.0,6.0,29.0,2.0,20.0,235.0,2.4
0.75,13.0,41.0,28.0,5.0,20.0,5.0,29.0,2.0,20.0,266.0,1.6
0.74,12.0,42.0,30.0,3.0,31.0,10.0,28.0,2.0,19.0,229.0,1.4
0.59,4.0,29.0,25.0,12.0,26.0,11.0,29.0,2.0,19.0,35.0,1.3
1.13,66.0,97.0,32.0,2.0,35.0,16.0,35.0,4.0,17.0,337.0,1.3
1.0,55.0,88.0,33.0,2.0,49.0,24.0,36.0,4.0,16.0,255.0,1.4
0.48,4.0,32.0,27.0,3.0,40.0,12.0,40.0,2.0,15.0,195.0,1.0
0.68,21.0,55.0,33.0,2.0,24.0,10.0,48.0,21.0,14.0,71.0,1.3
0.66,15.0,52.0,37.0,2.0,49.0,23.0,56.0,23.0,14.0,86.0,1.0
0.88,35.0,74.0,38.0,2.0,57.0,27.0,61.0,31.0,13.0,79.0,1.2
1.34,72.0,110.0,38.0,3.0,61.0,25.0,63.0,25.0,13.0,59.0,1.1
1.09,52.0,87.0,35.0,6.0,70.0,29.0,59.0,20.0,13.0,57.0,1.3
0.87,30.0,65.0,35.0,14.0,57.0,18.0,52.0,25.0,15.0,56.0,1.4
0.87,21.0,63.0,42.0,28.0,58.0,24.0,41.0,28.0,17.0,32.0,1.2
0.68,11.0,45.0,35.0,46.0,65.0,32.0,30.0,15.0,20.0,83.0,1.3
0.46,5.0,26.0,21.0,56.0,54.0,28.0,22.0,8.0,22.0,14.0,1.4
0.35,2.0,16.0,13.0,72.0,33.0,17.0,20.0,4.0,23.0,181.0,1.6
0.26,1.0,10.0,9.0,67.0,39.0,16.0,20.0,3.0,25.0,104.0,2.0
0.28,1.0,9.0,8.0,75.0,55.0,19.0,20.0,3.0,25.0,59.0,2.1
0.32,1.0,10.0,9.0,74.0,58.0,12.0,22.0,3.0,25.0,90.0,2.2
0.34,2.0,12.0,10.0,60.0,58.0,19.0,23.0,3.0,25.0,214.0,3.0
0.36,2.0,12.0,11.0,45.0,61.0,22.0,26.0,2.0,24.0,199.0,3.1
0.38,2.0,14.0,13.0,39.0,61.0,16.0,30.0,3.0,23.0,174.0,2.7
0.42,1.0,16.0,15.0,33.0,42.0,12.0,32.0,2.0,22.0,184.0,2.2
0.47,2.0,18.0,16.0,27.0,27.0,8.0,33.0,2.0,21.0,225.0,1.9
0.64,2.0,27.0,25.0,14.0,23.0,8.0,33.0,2.0,20.0,173.0,1.4
0.71,3.0,31.0,28.0,11.0,31.0,12.0,31.0,2.0,20.0,146.0,1.5
0.62,2.0,28.0,26.0,14.0,29.0,14.0,31.0,2.0,19.0,242.0,1.5
0.84,13.0,47.0,34.0,2.0,24.0,12.0,35.0,2.0,18.0,156.0,1.2
0.68,6.0,34.0,28.0,5.0,33.0,12.0,38.0,3.0,17.0,182.0,1.1
0.5,2.0,24.0,22.0,9.0,37.0,16.0,38.0,2.0,16.0,187.0,1.3
0.5,3.0,29.0,26.0,6.0,25.0,11.0,39.0,2.0,16.0,224.0,1.2
0.49,4.0,28.0,24.0,7.0,32.0,19.0,46.0,2.0,15.0,218.0,1.3
0.59,11.0,39.0,28.0,3.0,34.0,21.0,49.0,3.0,15.0,195.0,1.1
1.06,40.0,69.0,29.0,2.0,37.0,23.0,51.0,4.0,14.0,173.0,0.8
1.31,58.0,92.0,34.0,5.0,44.0,25.0,47.0,4.0,15.0,190.0,0.8
1.04,31.0,72.0,41.0,16.0,47.0,22.0,38.0,3.0,17.0,60.0,1.1
0.81,19.0,58.0,39.0,29.0,42.0,19.0,29.0,3.0,19.0,100.0,1.3
0.46,6.0,26.0,20.0,45.0,40.0,20.0,22.0,2.0,22.0,131.0,1.4
0.3,2.0,10.0,8.0,58.0,23.0,9.0,17.0,2.0,23.0,156.0,1.9
0.29,1.0,10.0,8.0,70.0,28.0,12.0,15.0,2.0,24.0,151.0,1.9
0.31,1.0,10.0,9.0,81.0,22.0,10.0,14.0,2.0,25.0,171.0,1.9
0.34,1.0,11.0,9.0,88.0,27.0,9.0,13.0,2.0,26.0,182.0,1.7
0.32,1.0,10.0,9.0,90.0,34.0,13.0,14.0,3.0,27.0,140.0,1.9
0.33,1.0,10.0,9.0,85.0,47.0,18.0,18.0,3.0,26.0,179.0,2.1
0.4,1.0,12.0,10.0,58.0,59.0,16.0,24.0,3.0,25.0,206.0,2.8
0.42,1.0,13.0,12.0,45.0,61.0,17.0,26.0,2.0,24.0,203.0,2.7
0.42,1.0,14.0,13.0,40.0,48.0,14.0,28.0,2.0,22.0,211.0,2.7
0.47,1.0,16.0,14.0,33.0,33.0,13.0,29.0,2.0,21.0,215.0,1.9
0.45,1.0,15.0,14.0,29.0,28.0,14.0,30.0,2.0,21.0,212.0,1.8
0.62,6.0,32.0,27.0,15.0,22.0,7.0,30.0,2.0,20.0,252.0,1.2
1.03,1.0,42.0,41.0,20.0,55.0,29.0,31.0,3.0,20.0,201.0,1.3
0.91,5.0,40.0,35.0,4.0,28.0,16.0,35.0,2.0,18.0,217.0,1.0
1.4,47.0,82.0,35.0,5.0,51.0,25.0,46.0,3.0,15.0,324.0,1.0
1.13,36.0,78.0,42.0,16.0,57.0,27.0,39.0,4.0,17.0,54.0,1.4
0.67,8.0,33.0,25.0,41.0,54.0,23.0,34.0,3.0,19.0,53.0,1.5
0.36,3.0,13.0,10.0,56.0,49.0,20.0,29.0,11.0,21.0,65.0,1.6
0.32,2.0,9.0,8.0,68.0,38.0,21.0,26.0,4.0,22.0,6.0,1.5
0.34,1.0,10.0,9.0,83.0,22.0,6.0,22.0,5.0,24.0,19.0,1.5
0.36,1.0,10.0,9.0,97.0,35.0,18.0,20.0,6.0,25.0,152.0,1.5
0.36,1.0,9.0,8.0,100.0,42.0,20.0,17.0,6.0,26.0,39.0,1.7
0.36,1.0,10.0,9.0,97.0,49.0,25.0,16.0,6.0,27.0,154.0,1.7
0.39,1.0,10.0,9.0,90.0,48.0,23.0,20.0,5.0,27.0,104.0,2.2
0.4,1.0,10.0,9.0,80.0,62.0,26.0,22.0,4.0,26.0,131.0,2.5
0.43,1.0,12.0,11.0,71.0,58.0,24.0,23.0,4.0,24.0,61.0,2.7
0.5,1.0,15.0,14.0,64.0,55.0,20.0,25.0,4.0,23.0,28.0,2.1
0.53,1.0,18.0,17.0,57.0,42.0,17.0,27.0,3.0,22.0,210.0,1.8
0.7,1.0,27.0,26.0,43.0,39.0,18.0,28.0,4.0,22.0,75.0,1.2
0.98,2.0,38.0,36.0,28.0,46.0,25.0,28.0,4.0,21.0,194.0,1.0
0.63,1.0,24.0,23.0,24.0,42.0,26.0,31.0,2.0,19.0,188.0,1.4
0.71,1.0,26.0,25.0,26.0,47.0,21.0,35.0,3.0,19.0,197.0,1.4
0.63,1.0,26.0,25.0,24.0,42.0,22.0,36.0,3.0,19.0,222.0,1.1
0.77,2.0,35.0,33.0,13.0,45.0,24.0,37.0,3.0,19.0,145.0,0.9
0.66,1.0,27.0,26.0,18.0,48.0,27.0,38.0,3.0,18.0,164.0,1.1
0.74,3.0,37.0,35.0,7.0,48.0,28.0,39.0,3.0,18.0,194.0,0.9
0.86,10.0,48.0,38.0,4.0,48.0,28.0,41.0,3.0,18.0,202.0,1.0
1.05,21.0,59.0,38.0,7.0,47.0,23.0,43.0,3.0,17.0,165.0,1.1
0.7,6.0,30.0,24.0,23.0,44.0,20.0,43.0,3.0,18.0,170.0,1.5
0.61,4.0,20.0,16.0,38.0,42.0,18.0,38.0,3.0,19.0,167.0,1.5
0.54,3.0,18.0,15.0,53.0,50.0,21.0,33.0,3.0,20.0,133.0,1.3
0.4,2.0,11.0,9.0,66.0,51.0,28.0,25.0,3.0,22.0,78.0,1.5
0.35,1.0,9.0,7.0,66.0,36.0,13.0,21.0,3.0,24.0,169.0,1.7
0.4,2.0,12.0,11.0,53.0,48.0,17.0,21.0,3.0,24.0,209.0,2.5
0.34,2.0,10.0,8.0,55.0,59.0,17.0,20.0,3.0,24.0,72.0,3.1
0.35,2.0,10.0,8.0,65.0,56.0,12.0,17.0,6.0,26.0,187.0,2.7
0.35,1.0,9.0,8.0,68.0,48.0,14.0,17.0,7.0,26.0,165.0,2.5
0.42,2.0,12.0,10.0,62.0,49.0,19.0,22.0,4.0,25.0,71.0,2.6
0.43,1.0,11.0,10.0,59.0,44.0,17.0,24.0,3.0,24.0,131.0,2.9
0.43,1.0,13.0,12.0,51.0,52.0,17.0,26.0,3.0,23.0,91.0,2.8
0.52,1.0,16.0,15.0,40.0,38.0,12.0,27.0,2.0,22.0,72.0,2.2
0.56,1.0,18.0,17.0,33.0,35.0,17.0,28.0,3.0,21.0,208.0,1.7
0.64,2.0,26.0,24.0,22.0,32.0,16.0,30.0,3.0,20.0,176.0,1.3
0.79,2.0,32.0,30.0,16.0,39.0,17.0,31.0,2.0,20.0,158.0,1.2
0.61,2.0,26.0,26.44950213371266,44.00657894736842,35.0,19.0,32.0,3.0,19.0,222.0,1.3
0.67,1.0,30.0,29.0,16.0,30.0,18.0,33.0,2.0,18.0,181.0,1.3
0.51,1.0,21.0,20.0,23.0,34.0,17.0,35.0,2.0,18.0,197.0,1.3
0.43,1.0,16.0,15.0,28.0,32.0,18.0,38.0,3.0,17.0,189.0,1.5
0.4,1.0,15.0,14.0,28.0,29.0,17.0,41.0,2.0,17.0,192.0,1.5
0.44,1.0,18.0,17.0,24.0,28.0,18.0,42.0,3.0,17.0,185.0,1.6
0.59,4.0,31.0,27.0,15.0,32.0,20.0,43.0,2.0,16.0,194.0,1.6
1.06,16.0,55.0,39.0,4.0,27.0,14.0,43.0,3.0,16.0,174.0,1.6
1.1,24.0,60.0,35.0,12.0,40.0,18.0,39.0,3.0,17.0,167.0,1.7
0.56,7.0,24.0,17.0,41.0,61.0,25.0,30.0,3.0,20.0,145.0,2.5
0.37,2.0,10.0,8.0,53.0,60.0,17.0,25.0,2.0,22.0,156.0,2.8
0.34,2.0,10.0,8.0,53.0,61.0,11.0,22.0,2.0,23.0,162.0,3.5
0.34,2.0,9.0,7.0,57.0,99.0,12.0,19.0,2.0,24.0,142.0,3.5
0.36,2.0,10.0,8.0,59.0,96.0,14.0,17.0,2.0,25.0,128.0,3.7
0.35,2.0,10.0,8.0,62.0,146.0,19.0,18.0,3.0,26.0,91.0,3.6
0.38,2.0,11.0,9.0,61.0,108.0,15.0,18.0,3.0,26.0,198.0,3.7
0.37,2.0,12.0,10.0,57.0,81.0,19.0,19.0,3.0,26.0,195.0,3.4
0.38,2.0,12.0,10.0,57.0,90.0,18.0,18.0,3.0,26.0,207.0,3.2
0.39,2.0,12.0,11.0,53.0,64.0,18.0,18.0,3.0,25.0,170.0,3.1
0.4,2.0,14.0,13.0,42.0,56.0,15.0,19.0,3.0,24.0,52.0,3.1
0.45,1.0,14.0,13.0,41.0,33.0,10.0,24.0,3.0,22.0,46.0,2.8
0.58,2.0,21.0,20.0,29.0,28.0,9.0,25.0,3.0,21.0,216.0,1.8
0.64,2.0,27.0,25.0,23.0,27.0,12.0,26.0,3.0,20.0,234.0,1.9
0.79,3.0,34.0,31.0,16.0,28.0,13.0,30.0,3.0,19.0,215.0,1.6
1.03,13.0,48.0,35.0,5.0,42.0,20.0,35.0,3.0,19.0,64.0,1.6
0.6,2.0,26.0,26.44950213371266,44.00657894736842,23.0,12.0,37.0,3.0,18.0,185.0,2.6
0.6,2.0,26.0,26.44950213371266,44.00657894736842,26.0,11.0,40.0,3.0,18.0,179.0,2.6
0.6,2.0,26.0,26.44950213371266,44.00657894736842,27.0,15.0,43.0,3.0,17.0,168.0,2.8
0.32,1.0,6.0,5.0,38.0,32.0,9.0,53.0,3.0,16.0,155.0,2.9
0.32,1.0,6.0,6.0,37.0,40.0,12.0,57.0,3.0,16.0,149.0,3.0
0.42,1.0,14.0,13.0,29.0,48.0,18.0,58.0,3.0,15.0,161.0,2.2
0.72,5.0,33.0,28.0,12.0,32.0,16.0,59.0,3.0,15.0,151.0,1.1
0.94,20.0,52.0,32.0,14.0,31.0,15.0,53.0,3.0,16.0,6.0,1.4
0.77,13.0,40.0,26.0,27.0,42.0,21.0,46.0,3.0,17.0,280.0,1.3
0.6,7.0,27.0,20.0,43.0,40.0,20.0,38.0,3.0,18.0,287.0,1.5
0.49,5.0,22.0,16.0,55.0,34.0,17.0,30.0,3.0,20.0,318.0,1.5
0.44,2.0,14.0,12.0,73.0,33.0,17.0,25.0,3.0,22.0,124.0,1.5
0.41,2.0,13.0,11.0,83.0,28.0,13.0,22.0,3.0,24.0,211.0,1.7
0.43,3.0,19.0,16.0,83.0,30.0,13.0,19.0,3.0,25.0,280.0,2.0
0.41,1.0,12.0,11.0,94.0,34.0,16.0,18.0,3.0,26.0,167.0,1.7
0.45,2.0,12.0,10.0,71.0,36.0,16.0,22.0,3.0,26.0,207.0,2.5
0.37,2.0,11.0,9.0,49.0,62.0,23.0,22.0,3.0,26.0,202.0,3.0
0.38,2.0,11.0,9.0,46.0,53.0,14.0,23.0,3.0,25.0,153.0,3.1
0.4,1.0,13.0,11.0,42.0,57.0,16.0,25.0,3.0,23.0,156.0,3.0
0.44,1.0,14.0,13.0,35.0,43.0,12.0,27.0,3.0,22.0,215.0,2.2
0.6,1.0,21.0,19.0,24.0,33.0,13.0,31.0,3.0,21.0,176.0,1.8
0.72,2.0,26.0,24.0,19.0,34.0,12.0,32.0,3.0,20.0,182.0,1.6
1.07,8.0,45.0,37.0,6.0,31.0,13.0,33.0,3.0,20.0,120.0,1.1
0.47,3.0,32.0,29.0,28.0,77.0,24.0,55.0,2.0,14.0,307.0,2.1
0.8,10.0,43.0,33.0,6.0,44.0,20.0,37.0,3.0,18.0,246.0,1.1
